0.1,50.88
0.05,76.68
0.1,50.88
0.2,23.76
0.3,15.99
0.4,10.13
0.5,10.99
0.6,12.17
0.7,10.0
0.8,10.17
0.9,10.0
0.05,76.93
0.1,51.0
0.2,24.13
0.3,16.23
