time,W,
1657320625,0.0,
1657320626,4.218,
1657320627,5.168,
1657320628,5.244,
1657320629,5.221,
1657320630,5.206,
1657320631,5.206,
1657320632,5.275,
1657320633,5.241,
1657320634,5.252,
1657320635,5.244,
1657320636,5.233,
1657320637,5.233,
1657320638,5.256,
1657320639,5.244,
1657320640,5.244,
1657320641,5.271,
1657320642,5.271,
1657320643,5.244,
1657320644,5.241,
1657320645,5.267,
1657320646,5.271,
1657320647,5.267,
1657320648,5.248,
1657320649,5.229,
1657320650,5.237,
1657320651,5.248,
1657320652,5.294,
1657320653,5.29,
1657320654,5.206,
1657320655,5.244,
1657320656,5.225,
1657320657,5.214,
1657320658,5.271,
1657320659,5.263,
1657320660,5.256,
1657320661,5.267,
1657320662,5.248,
1657320663,5.283,
1657320664,5.298,
1657320665,5.225,
1657320666,5.202,
1657320667,5.305,
1657320668,5.206,
1657320669,5.279,
1657320670,5.214,
1657320671,5.233,
1657320672,5.256,
1657320673,5.298,
1657320674,5.309,
1657320675,5.26,
1657320676,5.267,
1657320677,5.29,
1657320678,5.237,
1657320679,5.225,
1657320680,5.26,
1657320681,5.286,
1657320682,5.275,
1657320683,5.267,
1657320684,5.237,
1657320685,5.286,
1657320686,5.191,
1657320687,5.252,
1657320688,5.275,
1657320689,5.263,
1657320690,5.191,
1657320691,5.229,
1657320692,5.237,
1657320693,5.241,
1657320694,5.233,
1657320695,5.241,
1657320696,5.267,
1657320697,5.275,
1657320698,5.294,
1657320699,5.263,
1657320700,5.263,
1657320701,5.21,
1657320702,5.221,
1657320703,5.202,
1657320704,5.248,
1657320705,5.294,
1657320706,5.26,
1657320707,5.214,
1657320708,5.317,
1657320709,5.309,
1657320710,5.263,
1657320711,5.302,
1657320712,5.275,
1657320713,5.225,
1657320714,5.187,
1657320715,5.225,
1657320716,5.256,
1657320717,5.229,
1657320718,5.229,
1657320719,5.252,
1657320720,5.313,
1657320721,5.313,
1657320722,5.244,
1657320723,5.244,
1657320724,5.283,
1657320725,5.283,
1657320726,5.321,
1657320727,5.309,
1657320728,5.248,
1657320729,5.214,
1657320730,5.244,
1657320731,5.267,
1657320732,5.267,
1657320733,5.34,
1657320734,5.267,
1657320735,5.252,
1657320736,5.248,
1657320737,5.279,
1657320738,5.305,
1657320739,5.286,
1657320740,5.225,
1657320741,5.26,
1657320742,5.275,
1657320743,5.29,
1657320744,5.279,
1657320745,5.275,
1657320746,5.225,
1657320747,5.252,
1657320748,5.275,
1657320749,5.26,
1657320750,5.305,
1657320751,5.206,
1657320752,5.206,
1657320753,5.206,
1657320754,5.267,
1657320755,5.325,
1657320756,5.26,
1657320757,5.263,
1657320758,5.286,
1657320759,5.267,
1657320760,5.317,
1657320761,5.29,
1657320762,5.313,
1657320763,5.279,
1657320764,5.263,
1657320765,5.317,
1657320766,5.286,
1657320767,5.332,
1657320768,5.199,
1657320769,5.328,
1657320770,5.241,
1657320771,5.29,
1657320772,5.26,
1657320773,5.256,
1657320774,5.305,
1657320775,5.275,
1657320776,5.221,
1657320777,5.256,
1657320778,5.21,
1657320779,5.244,
1657320780,5.29,
1657320781,5.214,
1657320782,5.286,
1657320783,5.313,
