time,W,
1657301086,0.0,
1657301087,4.935,
1657301088,5.038,
1657301089,5.054,
1657301090,5.096,
1657301091,5.069,
1657301092,5.21,
1657301093,5.057,
1657301094,5.069,
1657301095,5.054,
1657301096,5.073,
1657301097,5.061,
1657301098,5.107,
1657301099,5.084,
1657301100,5.069,
1657301101,5.05,
1657301102,5.107,
1657301103,5.107,
1657301104,5.084,
1657301105,5.08,
1657301106,5.107,
1657301107,5.057,
1657301108,5.034,
1657301109,5.107,
1657301110,5.088,
1657301111,5.099,
1657301112,5.054,
1657301113,5.088,
1657301114,5.084,
1657301115,5.111,
1657301116,5.073,
1657301117,5.046,
1657301118,5.107,
1657301119,5.088,
1657301120,5.069,
1657301121,5.103,
1657301122,5.111,
1657301123,5.069,
1657301124,5.054,
1657301125,5.073,
1657301126,5.073,
1657301127,5.069,
1657301128,5.107,
1657301129,5.111,
1657301130,5.08,
1657301131,5.073,
1657301132,5.107,
1657301133,5.115,
1657301134,5.103,
1657301135,5.099,
1657301136,5.099,
1657301137,5.057,
1657301138,5.092,
1657301139,5.076,
1657301140,5.122,
1657301141,5.118,
1657301142,5.126,
1657301143,5.099,
1657301144,5.111,
1657301145,5.107,
1657301146,5.05,
1657301147,5.073,
1657301148,5.118,
1657301149,5.099,
1657301150,5.126,
1657301151,5.057,
1657301152,5.084,
1657301153,5.126,
1657301154,5.126,
1657301155,5.103,
1657301156,5.122,
1657301157,5.065,
1657301158,5.057,
1657301159,5.122,
1657301160,5.096,
1657301161,5.088,
1657301162,5.115,
1657301163,5.092,
1657301164,5.076,
1657301165,5.134,
1657301166,5.134,
1657301167,5.099,
1657301168,5.088,
1657301169,5.122,
1657301170,5.076,
1657301171,5.076,
1657301172,5.103,
1657301173,5.103,
1657301174,5.08,
1657301175,5.092,
1657301176,5.088,
1657301177,5.099,
1657301178,5.122,
1657301179,5.122,
1657301180,5.122,
1657301181,5.118,
1657301182,5.134,
1657301183,5.134,
1657301184,5.057,
1657301185,5.122,
1657301186,5.118,
1657301187,5.111,
1657301188,5.076,
1657301189,5.076,
1657301190,5.076,
1657301191,5.076,
1657301192,5.076,
1657301193,5.13,
1657301194,5.111,
1657301195,5.126,
1657301196,5.141,
1657301197,5.057,
1657301198,5.103,
1657301199,5.088,
1657301200,5.115,
1657301201,5.088,
1657301202,5.122,
1657301203,5.126,
1657301204,5.134,
1657301205,5.134,
1657301206,5.138,
1657301207,5.088,
1657301208,5.088,
1657301209,5.103,
1657301210,5.084,
1657301211,5.111,
1657301212,5.111,
1657301213,5.088,
1657301214,5.115,
1657301215,5.122,
1657301216,5.122,
1657301217,5.126,
1657301218,5.126,
1657301219,5.073,
1657301220,5.096,
1657301221,5.096,
1657301222,5.103,
1657301223,5.134,
1657301224,5.134,
1657301225,5.092,
1657301226,5.08,
1657301227,5.08,
1657301228,5.103,
1657301229,5.126,
1657301230,5.111,
1657301231,5.122,
1657301232,5.122,
1657301233,5.13,
1657301234,5.13,
1657301235,5.13,
1657301236,5.13,
1657301237,5.111,
1657301238,5.115,
1657301239,5.092,
1657301240,5.141,
1657301241,5.126,
1657301242,5.099,
1657301243,5.138,
1657301244,5.145,
1657301245,5.145,
1657301246,5.069,
1657301247,5.134,
1657301248,5.099,
1657301249,5.099,
1657301250,5.057,
1657301251,5.057,
1657301252,5.057,
1657301253,5.134,
1657301254,5.126,
1657301255,5.122,
1657301256,5.122,
1657301257,5.126,
1657301258,5.073,
1657301259,5.13,
1657301260,5.115,
1657301261,5.122,
1657301262,5.122,
1657301263,5.08,
1657301264,5.08,
1657301265,5.149,
1657301266,5.138,
1657301267,5.138,
1657301268,5.153,
1657301269,5.134,
1657301270,5.126,
1657301271,5.118,
1657301272,5.118,
1657301273,5.134,
1657301274,5.092,
1657301275,5.115,
1657301276,5.118,
1657301277,5.084,
1657301278,5.084,
1657301279,5.13,
1657301280,5.13,
1657301281,5.126,
1657301282,5.126,
1657301283,5.126,
1657301284,5.092,
1657301285,5.088,
1657301286,5.088,
1657301287,5.096,
1657301288,5.115,
1657301289,5.111,
1657301290,5.118,
1657301291,5.118,
1657301292,5.126,
1657301293,5.126,
1657301294,5.088,
1657301295,5.088,
1657301296,5.141,
1657301297,5.13,
1657301298,5.13,
1657301299,5.13,
1657301300,5.092,
1657301301,5.141,
1657301302,5.122,
1657301303,5.076,
1657301304,5.103,
1657301305,5.103,
1657301306,5.088,
1657301307,5.115,
1657301308,5.115,
1657301309,5.138,
1657301310,5.046,
1657301311,5.046,
1657301312,5.118,
1657301313,5.092,
1657301314,5.092,
1657301315,5.092,
1657301316,5.122,
1657301317,5.141,
1657301318,5.118,
1657301319,5.107,
1657301320,5.118,
1657301321,5.107,
1657301322,5.126,
1657301323,5.107,
1657301324,5.118,
1657301325,5.13,
1657301326,5.126,
1657301327,5.107,
1657301328,5.069,
1657301329,5.115,
1657301330,5.103,
1657301331,5.118,
1657301332,5.118,
1657301333,5.122,
1657301334,5.13,
1657301335,5.138,
1657301336,5.126,
1657301337,5.088,
1657301338,5.13,
1657301339,5.13,
1657301340,5.069,
1657301341,5.115,
1657301342,5.103,
1657301343,5.115,
1657301344,5.08,
1657301345,5.08,
1657301346,5.08,
1657301347,5.134,
1657301348,5.118,
1657301349,5.115,
1657301350,5.126,
1657301351,5.118,
1657301352,5.08,
1657301353,5.122,
1657301354,5.122,
1657301355,5.115,
1657301356,5.126,
1657301357,5.111,
1657301358,5.076,
1657301359,5.076,
1657301360,5.076,
1657301361,5.073,
1657301362,5.107,
1657301363,5.084,
1657301364,5.126,
1657301365,5.115,
1657301366,5.134,
1657301367,5.134,
1657301368,5.069,
1657301369,5.134,
1657301370,5.096,
1657301371,5.096,
1657301372,5.118,
1657301373,5.13,
1657301374,5.126,
1657301375,5.103,
1657301376,5.118,
1657301377,5.118,
1657301378,5.118,
1657301379,5.134,
1657301380,5.141,
1657301381,5.122,
