time,W,
1657322216,0.0,
1657322217,5.195,
1657322218,5.172,
1657322219,5.191,
1657322220,5.21,
1657322221,5.286,
1657322222,5.176,
1657322223,5.199,
1657322224,5.157,
1657322225,5.153,
1657322226,5.214,
1657322227,5.206,
1657322228,5.191,
1657322229,5.187,
1657322230,5.214,
1657322231,5.241,
1657322232,5.183,
1657322233,5.195,
1657322234,5.221,
1657322235,5.214,
1657322236,5.244,
1657322237,5.244,
1657322238,5.221,
1657322239,5.206,
1657322240,5.183,
1657322241,5.225,
1657322242,5.21,
1657322243,5.256,
1657322244,5.241,
1657322245,5.221,
1657322246,5.241,
1657322247,5.233,
1657322248,5.244,
1657322249,5.202,
1657322250,5.233,
1657322251,5.225,
1657322252,5.244,
1657322253,5.21,
1657322254,5.252,
1657322255,5.26,
1657322256,5.199,
1657322257,5.244,
1657322258,5.183,
1657322259,5.206,
1657322260,5.206,
1657322261,5.237,
1657322262,5.218,
1657322263,5.218,
1657322264,5.191,
1657322265,5.218,
1657322266,5.252,
1657322267,5.244,
1657322268,5.21,
1657322269,5.21,
1657322270,5.21,
1657322271,5.21,
1657322272,5.21,
1657322273,5.241,
1657322274,5.26,
1657322275,5.26,
1657322276,5.26,
1657322277,5.241,
1657322278,5.237,
1657322279,5.195,
1657322280,5.26,
1657322281,5.218,
1657322282,5.218,
1657322283,5.218,
1657322284,5.183,
1657322285,5.237,
1657322286,5.21,
1657322287,5.202,
1657322288,5.248,
1657322289,5.256,
1657322290,5.237,
1657322291,5.225,
1657322292,5.202,
1657322293,5.206,
1657322294,5.206,
1657322295,5.206,
1657322296,5.248,
1657322297,5.202,
1657322298,5.214,
1657322299,5.26,
1657322300,5.218,
1657322301,5.229,
1657322302,5.229,
1657322303,5.214,
1657322304,5.248,
1657322305,5.206,
1657322306,5.275,
1657322307,5.263,
1657322308,5.267,
1657322309,5.233,
1657322310,5.244,
1657322311,5.244,
1657322312,5.252,
1657322313,5.263,
1657322314,5.256,
1657322315,5.26,
1657322316,5.26,
1657322317,5.26,
1657322318,5.233,
1657322319,5.256,
1657322320,5.26,
1657322321,5.221,
1657322322,5.275,
1657322323,5.275,
1657322324,5.275,
1657322325,5.225,
1657322326,5.244,
1657322327,5.244,
1657322328,5.225,
1657322329,5.263,
1657322330,5.214,
1657322331,5.248,
1657322332,5.256,
1657322333,5.202,
1657322334,5.267,
1657322335,5.256,
1657322336,5.252,
1657322337,5.241,
1657322338,5.241,
1657322339,5.218,
1657322340,5.244,
1657322341,5.241,
1657322342,5.202,
1657322343,5.237,
1657322344,5.199,
1657322345,5.252,
1657322346,5.263,
1657322347,5.252,
1657322348,5.248,
1657322349,5.248,
1657322350,5.202,
1657322351,5.252,
1657322352,5.248,
1657322353,5.267,
1657322354,5.263,
1657322355,5.218,
1657322356,5.218,
1657322357,5.218,
1657322358,5.233,
1657322359,5.229,
1657322360,5.248,
1657322361,5.237,
1657322362,5.267,
1657322363,5.233,
1657322364,5.218,
1657322365,5.218,
1657322366,5.248,
1657322367,5.263,
1657322368,5.214,
1657322369,5.237,
1657322370,5.248,
1657322371,5.26,
1657322372,5.263,
1657322373,5.195,
1657322374,5.267,
1657322375,5.233,
1657322376,5.214,
1657322377,5.248,
1657322378,5.237,
1657322379,5.229,
1657322380,5.233,
1657322381,5.237,
1657322382,5.233,
1657322383,5.233,
1657322384,5.202,
1657322385,5.26,
1657322386,5.218,
1657322387,5.286,
1657322388,5.221,
1657322389,5.221,
1657322390,5.221,
1657322391,5.221,
1657322392,5.214,
1657322393,5.241,
1657322394,5.26,
1657322395,5.214,
1657322396,5.195,
1657322397,5.26,
1657322398,5.241,
1657322399,5.267,
1657322400,5.256,
1657322401,5.237,
1657322403,5.229,
1657322404,5.256,
1657322405,5.248,
1657322406,5.233,
1657322407,5.233,
1657322408,5.229,
1657322409,5.229,
1657322410,5.229,
1657322411,5.256,
1657322412,5.275,
1657322413,5.263,
1657322414,5.229,
1657322415,5.275,
1657322416,5.244,
1657322417,5.263,
1657322418,5.202,
1657322419,5.21,
1657322420,5.248,
1657322421,5.248,
1657322422,5.214,
1657322423,5.221,
1657322424,5.221,
1657322425,5.221,
1657322426,5.221,
1657322427,5.267,
1657322428,5.225,
1657322429,5.225,
1657322430,5.218,
1657322431,5.214,
1657322432,5.218,
1657322433,5.26,
1657322434,5.263,
1657322435,5.26,
1657322436,5.26,
1657322437,5.221,
1657322438,5.241,
1657322439,5.252,
1657322440,5.263,
1657322441,5.252,
1657322442,5.279,
1657322443,5.202,
1657322444,5.206,
1657322445,5.221,
1657322446,5.248,
1657322447,5.267,
1657322448,5.225,
1657322449,5.233,
1657322450,5.248,
1657322451,5.26,
1657322452,5.221,
1657322453,5.256,
1657322454,5.221,
1657322455,5.241,
1657322456,5.267,
1657322457,5.229,
1657322458,5.218,
1657322459,5.267,
1657322460,5.225,
1657322461,5.221,
1657322462,5.252,
1657322463,5.26,
1657322464,5.252,
1657322465,5.237,
1657322466,5.256,
1657322467,5.275,
1657322468,5.248,
1657322469,5.202,
1657322470,5.252,
1657322471,5.248,
1657322472,5.263,
1657322473,5.263,
1657322474,5.263,
1657322475,5.225,
1657322476,5.267,
1657322477,5.214,
1657322478,5.225,
1657322479,5.248,
1657322480,5.256,
1657322481,5.263,
1657322482,5.21,
1657322483,5.263,
1657322484,5.26,
1657322485,5.26,
1657322486,5.263,
1657322487,5.256,
1657322488,5.283,
1657322489,5.26,
1657322490,5.214,
1657322491,5.244,
1657322492,5.244,
1657322493,5.263,
1657322494,5.225,
1657322495,5.225,
1657322496,5.221,
1657322497,5.237,
1657322498,5.26,
1657322499,5.252,
1657322500,5.271,
1657322501,5.237,
1657322502,5.26,
1657322503,5.225,
1657322504,5.225,
1657322505,5.244,
1657322506,5.21,
1657322507,5.263,
1657322508,5.221,
1657322509,5.233,
1657322510,5.244,
1657322511,5.214,
1657322512,5.256,
1657322513,5.256,
1657322514,5.271,
1657322515,5.206,
1657322516,5.248,
1657322517,5.248,
1657322518,5.248,
1657322519,5.214,
1657322520,5.237,
1657322521,5.263,
1657322522,5.256,
1657322523,5.252,
1657322524,5.252,
1657322525,5.252,
1657322526,5.225,
1657322527,5.237,
1657322528,5.21,
1657322529,5.256,
1657322530,5.248,
1657322531,5.229,
1657322532,5.21,
1657322533,5.237,
1657322534,5.21,
1657322535,5.267,
1657322536,5.248,
1657322537,5.286,
1657322538,5.256,
1657322539,5.252,
1657322540,5.252,
1657322541,5.275,
1657322542,5.29,
1657322543,5.283,
1657322544,5.229,
1657322545,5.244,
1657322546,5.263,
1657322547,5.267,
1657322548,5.271,
1657322549,5.271,
1657322550,5.271,
1657322551,5.271,
1657322552,5.271,
1657322553,5.275,
1657322554,5.271,
1657322555,5.283,
1657322556,5.286,
1657322557,5.214,
1657322558,5.206,
1657322559,5.26,
1657322560,5.225,
1657322561,5.26,
1657322562,5.279,
1657322563,5.237,
1657322564,5.279,
1657322565,5.256,
1657322566,5.263,
1657322567,5.256,
1657322568,5.275,
1657322569,5.241,
1657322570,5.256,
1657322571,5.241,
1657322572,5.271,
1657322573,5.26,
1657322574,5.26,
1657322575,5.26,
1657322576,5.26,
1657322577,5.26,
1657322578,5.202,
1657322579,5.202,
1657322580,5.21,
1657322581,5.256,
1657322582,5.263,
1657322583,5.279,
1657322584,5.21,
1657322585,5.263,
1657322586,5.26,
1657322587,5.26,
1657322588,5.233,
1657322589,5.271,
1657322590,5.275,
1657322591,5.244,
1657322592,5.252,
1657322593,5.252,
1657322594,5.267,
1657322595,5.233,
1657322596,5.275,
1657322597,5.271,
1657322598,5.214,
1657322599,5.229,
1657322600,5.263,
1657322601,5.218,
1657322602,5.252,
1657322603,5.252,
1657322604,5.241,
1657322605,5.267,
1657322606,5.252,
1657322607,5.21,
1657322608,5.229,
1657322609,5.202,
1657322610,5.218,
1657322611,5.241,
1657322612,5.248,
1657322613,5.256,
1657322614,5.256,
1657322615,5.267,
1657322616,5.225,
1657322617,5.221,
1657322618,5.202,
1657322619,5.241,
1657322620,5.279,
1657322621,5.214,
1657322622,5.214,
