time,W,
1657297646,0.0,
1657297647,4.244,
1657297648,5.057,
1657297649,5.027,
1657297650,5.073,
1657297651,5.042,
1657297652,5.069,
1657297653,5.054,
1657297654,5.05,
1657297655,5.05,
1657297656,5.05,
1657297657,5.05,
1657297658,5.05,
1657297659,5.069,
1657297660,5.061,
1657297661,5.061,
1657297662,5.061,
1657297663,5.057,
1657297664,5.084,
1657297665,5.118,
1657297666,5.107,
1657297667,5.141,
1657297668,5.099,
1657297669,5.088,
1657297670,5.115,
1657297671,5.107,
1657297672,5.111,
1657297673,5.076,
1657297674,5.061,
1657297675,5.115,
1657297676,5.031,
1657297677,5.099,
1657297678,5.099,
1657297679,5.107,
1657297680,5.115,
1657297681,5.061,
1657297682,5.103,
1657297683,5.065,
1657297684,5.111,
1657297685,5.138,
1657297686,5.076,
1657297687,5.046,
1657297688,5.046,
1657297689,5.061,
1657297690,5.103,
1657297691,5.05,
1657297692,5.103,
1657297693,5.054,
1657297694,5.115,
1657297695,5.08,
1657297696,5.126,
1657297697,5.107,
1657297698,5.111,
1657297699,5.126,
1657297700,5.115,
1657297701,5.099,
1657297702,5.069,
1657297703,5.111,
1657297704,5.073,
1657297705,5.073,
1657297706,5.057,
1657297707,5.111,
1657297708,5.088,
1657297709,5.096,
1657297710,5.05,
1657297711,5.134,
1657297712,5.042,
1657297713,5.122,
1657297714,5.103,
1657297715,5.092,
1657297716,5.118,
1657297717,5.08,
1657297718,5.096,
1657297719,5.034,
1657297720,5.115,
1657297721,5.107,
1657297722,5.069,
1657297723,5.073,
1657297724,5.08,
1657297725,5.065,
1657297726,5.126,
1657297727,5.126,
1657297728,5.145,
1657297729,5.138,
1657297730,5.134,
1657297731,5.073,
1657297732,5.076,
1657297733,5.096,
1657297734,5.099,
1657297735,5.103,
1657297736,5.103,
1657297737,5.115,
1657297738,5.103,
1657297739,5.13,
1657297740,5.111,
1657297741,5.122,
1657297742,5.118,
1657297743,5.069,
1657297744,5.096,
1657297745,5.103,
1657297746,5.138,
1657297747,5.084,
1657297748,5.096,
1657297749,5.096,
1657297750,5.061,
1657297751,5.118,
1657297752,5.096,
1657297753,5.13,
1657297754,5.076,
1657297755,5.107,
1657297756,5.069,
1657297757,5.08,
1657297758,5.08,
1657297759,5.069,
1657297760,5.103,
1657297761,5.096,
1657297762,5.084,
1657297763,5.122,
1657297764,5.118,
1657297765,5.08,
1657297766,5.107,
1657297767,5.111,
1657297768,5.092,
1657297769,5.084,
1657297770,5.092,
1657297771,5.134,
