time,W,
1657304209,0.0,
1657304210,5.023,
1657304211,5.019,
1657304212,5.08,
1657304213,5.073,
1657304214,5.076,
1657304215,5.073,
1657304216,5.069,
1657304217,5.073,
1657304218,5.084,
1657304219,5.076,
1657304220,5.027,
1657304221,5.042,
1657304222,5.046,
1657304223,5.08,
1657304224,5.065,
1657304225,5.073,
1657304226,5.084,
1657304227,5.092,
1657304228,5.054,
1657304229,5.084,
1657304230,5.046,
1657304231,5.069,
1657304232,5.084,
1657304233,5.08,
1657304234,5.096,
1657304235,5.054,
1657304236,5.073,
1657304237,5.027,
1657304238,5.065,
1657304239,5.107,
1657304240,5.107,
1657304241,5.107,
1657304242,5.05,
1657304243,5.046,
1657304244,5.042,
1657304245,5.073,
1657304246,5.08,
1657304247,5.084,
1657304248,5.073,
1657304249,5.107,
1657304250,5.069,
1657304251,5.103,
1657304252,5.099,
1657304253,5.057,
1657304254,5.096,
1657304255,5.076,
1657304256,5.061,
1657304257,5.046,
1657304258,5.092,
1657304259,5.08,
1657304260,5.122,
1657304261,5.057,
1657304262,5.054,
1657304263,5.076,
1657304264,5.092,
1657304265,5.088,
1657304266,5.099,
1657304267,5.107,
1657304268,5.096,
1657304269,5.096,
1657304270,5.096,
1657304271,5.099,
1657304272,5.122,
1657304273,5.084,
1657304274,5.057,
1657304275,5.057,
1657304276,5.061,
1657304277,5.099,
1657304278,5.111,
1657304279,5.073,
1657304280,5.076,
1657304281,5.126,
1657304282,5.096,
1657304283,5.057,
1657304284,5.096,
1657304285,5.069,
1657304286,5.069,
1657304287,5.069,
1657304288,5.084,
1657304289,5.096,
1657304290,5.103,
1657304291,5.057,
1657304292,5.115,
1657304293,5.115,
1657304294,5.115,
1657304295,5.088,
1657304296,5.111,
1657304297,5.084,
1657304298,5.069,
1657304299,5.111,
1657304300,5.061,
1657304301,5.088,
1657304302,5.103,
1657304303,5.05,
1657304304,5.111,
1657304305,5.069,
1657304306,5.103,
1657304307,5.046,
1657304308,5.057,
1657304309,5.073,
1657304310,5.073,
1657304311,5.073,
1657304312,5.096,
1657304313,5.046,
1657304314,5.096,
1657304315,5.038,
1657304316,5.08,
1657304317,5.103,
1657304318,5.084,
1657304319,5.084,
1657304320,5.107,
1657304321,5.107,
1657304322,5.107,
1657304323,5.092,
1657304324,5.057,
1657304325,5.115,
1657304326,5.054,
1657304327,5.092,
1657304328,5.092,
1657304329,5.118,
1657304330,5.118,
1657304331,5.111,
1657304332,5.046,
1657304333,5.107,
1657304334,5.096,
1657304335,5.096,
1657304336,5.111,
1657304337,5.061,
1657304338,5.061,
1657304339,5.103,
1657304340,5.092,
1657304341,5.065,
1657304342,5.073,
1657304343,5.08,
1657304344,5.103,
1657304345,5.088,
1657304346,5.099,
1657304347,5.096,
