time,W,
1657313550,0.0,
1657313551,4.073,
1657313552,4.908,
1657313553,4.912,
1657313554,4.954,
1657313555,4.92,
1657313556,4.939,
1657313557,4.908,
1657313558,4.973,
1657313559,4.95,
1657313560,4.935,
1657313561,4.947,
1657313562,4.947,
1657313563,4.916,
1657313564,4.958,
1657313565,4.935,
1657313566,4.916,
1657313567,4.92,
1657313568,4.935,
1657313569,4.935,
1657313570,4.924,
1657313571,4.954,
1657313572,4.958,
1657313573,4.977,
1657313574,4.992,
1657313575,4.935,
1657313576,4.916,
1657313577,4.97,
1657313578,4.958,
1657313579,4.947,
1657313580,4.977,
1657313581,5.008,
1657313582,5.008,
1657313583,4.97,
1657313584,4.954,
1657313585,4.985,
1657313586,4.92,
1657313587,4.966,
1657313588,4.935,
1657313589,4.958,
1657313590,4.962,
1657313591,4.962,
1657313592,4.981,
1657313593,4.989,
1657313594,4.958,
1657313595,4.924,
1657313596,4.95,
1657313597,4.985,
1657313598,4.935,
1657313599,4.989,
1657313600,4.977,
1657313601,4.954,
1657313602,4.966,
1657313603,4.989,
1657313604,4.973,
1657313605,4.973,
1657313606,4.996,
1657313607,4.947,
1657313608,5.0,
1657313609,4.992,
1657313610,4.954,
1657313611,4.977,
1657313612,4.977,
1657313613,4.996,
1657313614,5.008,
1657313615,4.981,
1657313616,4.966,
1657313617,4.966,
1657313618,4.977,
1657313619,4.985,
1657313620,5.004,
1657313621,4.97,
1657313622,4.954,
1657313623,4.943,
1657313624,5.012,
1657313625,4.939,
1657313626,5.008,
1657313627,5.012,
1657313628,5.012,
1657313629,4.977,
1657313630,4.958,
1657313631,5.008,
1657313632,4.954,
1657313633,4.977,
1657313634,4.985,
1657313635,4.977,
1657313636,4.95,
1657313637,5.0,
1657313638,4.95,
1657313639,4.939,
1657313640,4.981,
1657313641,4.958,
1657313642,4.95,
1657313643,4.989,
1657313644,4.996,
1657313645,4.947,
1657313646,4.97,
1657313647,4.939,
1657313648,4.996,
1657313649,4.977,
1657313650,4.989,
1657313651,4.977,
1657313652,5.008,
1657313653,4.996,
1657313654,4.97,
1657313655,4.985,
1657313656,4.962,
1657313657,4.973,
1657313658,4.996,
1657313659,5.004,
1657313660,4.95,
1657313661,4.931,
1657313662,4.935,
1657313663,4.977,
1657313664,4.939,
1657313665,4.947,
1657313666,4.992,
1657313667,5.0,
1657313668,5.0,
1657313669,4.973,
1657313670,4.958,
1657313671,5.0,
1657313672,5.0,
1657313673,5.0,
1657313674,4.95,
1657313675,4.95,
1657313676,4.939,
1657313677,4.954,
1657313678,5.0,
1657313679,4.962,
1657313680,4.954,
1657313681,4.977,
1657313682,4.931,
1657313683,4.931,
1657313684,5.008,
1657313685,4.95,
1657313686,4.981,
1657313687,4.954,
1657313688,4.954,
1657313689,4.954,
1657313690,4.954,
1657313691,4.954,
1657313692,4.95,
1657313693,4.985,
1657313694,4.958,
1657313695,4.992,
1657313696,4.977,
1657313697,4.985,
1657313698,4.985,
1657313699,4.962,
1657313700,4.962,
1657313701,4.992,
1657313702,4.992,
1657313703,4.954,
1657313704,4.985,
1657313705,4.985,
1657313706,5.004,
1657313707,5.0,
1657313708,5.0,
1657313709,4.962,
1657313710,4.962,
1657313711,4.977,
1657313712,5.0,
1657313713,4.981,
1657313714,5.008,
1657313715,5.008,
1657313716,5.004,
1657313717,4.981,
1657313718,4.989,
1657313719,4.989,
1657313720,5.015,
1657313721,5.015,
1657313722,4.981,
1657313723,4.985,
1657313724,4.954,
1657313725,4.981,
1657313726,4.989,
1657313727,5.004,
1657313728,5.008,
1657313729,4.985,
1657313730,4.985,
1657313731,5.0,
1657313732,4.985,
1657313733,5.0,
1657313734,5.0,
1657313735,5.0,
1657313736,4.973,
1657313737,4.947,
1657313738,4.947,
1657313739,4.947,
1657313740,4.947,
1657313741,5.008,
1657313742,4.992,
1657313743,4.97,
1657313744,5.0,
1657313745,5.0,
1657313746,5.004,
1657313747,5.004,
1657313748,4.985,
1657313749,4.962,
1657313750,4.981,
1657313751,4.977,
1657313752,5.0,
1657313753,5.0,
1657313754,4.996,
1657313755,4.954,
1657313756,4.977,
1657313757,4.977,
1657313758,4.989,
1657313759,4.989,
1657313760,4.989,
1657313761,4.943,
1657313762,5.015,
1657313763,4.958,
1657313764,4.95,
1657313765,4.95,
1657313766,5.004,
1657313767,4.973,
1657313768,4.996,
1657313769,4.996,
1657313770,4.996,
1657313771,4.95,
1657313772,4.95,
1657313773,5.015,
1657313774,4.954,
1657313775,4.954,
1657313776,5.0,
1657313777,4.996,
1657313778,4.977,
1657313779,4.996,
1657313780,5.0,
1657313781,4.989,
1657313782,4.989,
1657313783,4.954,
1657313784,5.019,
1657313785,5.019,
1657313786,4.935,
1657313787,4.95,
1657313788,4.95,
1657313789,4.958,
1657313790,4.95,
1657313791,4.992,
1657313792,4.992,
1657313793,4.992,
1657313794,5.008,
1657313795,5.008,
1657313796,4.973,
1657313797,4.935,
1657313798,4.95,
1657313799,4.966,
1657313800,4.981,
1657313801,5.004,
1657313802,4.977,
1657313803,4.989,
1657313804,4.973,
1657313805,4.977,
1657313806,5.004,
1657313807,5.008,
1657313808,5.004,
1657313809,4.985,
1657313810,4.985,
1657313811,4.985,
1657313812,4.973,
1657313813,4.97,
1657313814,4.966,
1657313815,4.966,
1657313816,4.958,
1657313817,4.958,
1657313818,4.95,
1657313819,4.996,
1657313820,4.954,
1657313821,4.989,
1657313822,4.973,
1657313823,5.012,
1657313824,5.012,
1657313825,5.008,
1657313826,4.958,
1657313827,4.966,
1657313828,4.981,
1657313829,4.996,
1657313830,4.943,
1657313831,4.977,
1657313832,4.977,
1657313833,4.977,
1657313834,4.992,
1657313835,5.0,
1657313836,4.992,
1657313837,4.954,
1657313838,4.989,
1657313839,4.977,
1657313840,5.015,
1657313841,4.939,
1657313842,4.992,
1657313843,4.954,
1657313844,5.015,
1657313845,4.947,
1657313846,4.97,
1657313847,5.0,
1657313848,5.0,
1657313849,4.95,
1657313850,4.966,
1657313851,4.958,
1657313852,4.981,
1657313853,4.981,
1657313854,4.989,
1657313855,4.989,
1657313856,4.966,
1657313857,4.992,
1657313858,4.973,
1657313859,4.989,
1657313860,4.966,
1657313861,4.992,
1657313862,4.989,
1657313863,4.939,
1657313864,4.996,
1657313865,5.004,
1657313866,4.989,
1657313867,4.989,
1657313868,4.97,
1657313869,4.992,
1657313870,4.97,
1657313871,4.992,
1657313872,4.985,
1657313873,4.973,
1657313874,4.97,
1657313875,4.992,
1657313876,4.981,
1657313877,4.977,
1657313878,4.992,
1657313879,4.992,
1657313880,4.977,
1657313881,4.973,
1657313882,4.996,
1657313883,4.958,
1657313884,4.985,
1657313885,4.985,
1657313886,4.95,
1657313887,4.95,
1657313888,4.95,
1657313889,4.95,
1657313890,4.985,
1657313891,4.981,
1657313892,4.992,
1657313893,4.954,
1657313894,4.954,
1657313895,4.954,
1657313896,4.954,
1657313897,4.954,
1657313898,4.992,
1657313899,4.992,
1657313900,4.992,
1657313901,4.977,
1657313902,4.958,
1657313903,4.954,
1657313904,5.0,
1657313905,4.97,
1657313906,5.0,
1657313907,4.996,
1657313908,4.996,
1657313909,4.996,
1657313910,4.954,
1657313911,5.012,
1657313912,4.95,
1657313913,4.958,
1657313914,4.989,
1657313915,4.95,
1657313916,4.95,
1657313917,4.95,
1657313918,4.966,
1657313919,4.989,
1657313920,5.0,
1657313921,5.0,
1657313922,4.97,
1657313923,4.996,
1657313924,4.985,
1657313925,4.943,
1657313926,4.939,
1657313927,4.981,
1657313928,5.004,
1657313929,4.958,
1657313930,4.947,
1657313931,5.019,
1657313932,5.0,
1657313933,4.931,
1657313934,4.992,
1657313935,5.015,
1657313936,4.958,
1657313937,4.962,
1657313938,5.008,
1657313939,4.943,
1657313940,4.977,
1657313941,4.992,
1657313942,4.947,
1657313943,4.996,
1657313944,4.989,
1657313945,5.004,
1657313946,4.958,
1657313947,5.008,
1657313948,4.947,
1657313949,4.989,
1657313950,5.0,
1657313951,4.981,
1657313952,4.973,
1657313953,4.989,
1657313954,4.989,
1657313955,4.985,
1657313956,4.981,
1657313957,4.954,
1657313958,4.962,
1657313959,4.958,
1657313960,4.989,
1657313961,4.989,
1657313962,4.989,
1657313963,4.935,
1657313964,4.996,
1657313965,4.935,
1657313966,4.996,
1657313967,5.012,
1657313968,5.012,
1657313969,4.985,
1657313970,5.0,
1657313971,4.939,
1657313972,5.019,
1657313973,4.954,
1657313974,4.985,
1657313975,4.954,
1657313976,4.943,
1657313977,4.981,
1657313978,5.012,
1657313979,4.943,
1657313980,4.989,
1657313981,5.012,
1657313982,4.939,
1657313983,4.97,
1657313984,4.992,
1657313985,5.015,
1657313986,4.935,
1657313987,4.966,
1657313988,5.012,
1657313989,4.95,
1657313990,4.924,
1657313991,5.023,
1657313992,5.004,
1657313993,4.992,
1657313994,4.981,
1657313995,5.008,
1657313996,5.012,
1657313997,4.985,
1657313998,5.008,
1657313999,4.962,
1657314000,4.962,
1657314001,4.962,
1657314002,5.0,
1657314003,5.004,
1657314004,5.004,
1657314005,5.004,
1657314006,5.004,
1657314007,5.004,
1657314008,4.931,
1657314009,4.931,
1657314010,5.015,
1657314011,4.95,
1657314012,5.004,
1657314013,5.008,
1657314014,4.992,
1657314015,4.943,
1657314016,5.0,
1657314017,4.977,
1657314018,5.027,
1657314019,4.985,
1657314020,4.996,
1657314021,4.985,
1657314022,4.939,
1657314023,5.012,
1657314024,4.992,
1657314025,5.019,
1657314026,4.931,
1657314027,4.973,
1657314028,4.939,
1657314029,4.962,
1657314030,4.985,
1657314031,5.008,
1657314032,5.008,
1657314033,4.947,
1657314034,4.947,
1657314035,4.996,
1657314036,4.928,
1657314037,4.989,
1657314038,4.954,
1657314039,4.992,
1657314040,4.947,
1657314041,4.992,
1657314042,4.996,
1657314043,4.992,
1657314044,5.004,
1657314045,4.954,
1657314046,4.95,
1657314047,4.966,
1657314048,4.985,
1657314049,4.977,
1657314050,4.931,
1657314051,5.0,
1657314052,4.973,
1657314053,4.943,
1657314054,4.992,
1657314055,4.981,
1657314056,4.996,
1657314057,5.0,
1657314058,5.0,
1657314059,4.992,
1657314060,5.004,
1657314061,4.996,
1657314062,5.004,
1657314063,4.973,
1657314064,5.012,
1657314065,5.012,
1657314066,4.97,
1657314067,4.989,
1657314068,4.989,
1657314069,4.958,
1657314070,4.966,
1657314071,5.012,
1657314072,4.947,
1657314073,4.989,
1657314074,4.985,
1657314075,5.004,
1657314076,4.954,
1657314077,5.012,
1657314078,4.973,
1657314079,5.008,
1657314080,4.97,
1657314081,5.0,
1657314083,4.992,
1657314084,4.954,
1657314085,4.954,
1657314086,4.954,
1657314087,4.973,
1657314088,5.004,
1657314089,4.981,
1657314090,4.966,
1657314091,5.0,
1657314092,4.97,
1657314093,4.981,
1657314094,5.0,
1657314095,4.996,
1657314096,4.97,
1657314097,4.962,
1657314098,4.92,
1657314099,5.019,
1657314100,4.985,
1657314101,5.015,
1657314102,4.97,
1657314103,4.954,
1657314104,4.954,
1657314105,5.008,
1657314106,5.008,
1657314107,5.008,
1657314108,5.008,
1657314109,5.008,
1657314110,4.954,
1657314111,5.008,
1657314112,4.989,
1657314113,4.989,
1657314114,4.962,
1657314115,4.939,
1657314116,4.954,
1657314117,5.015,
1657314118,5.015,
1657314119,4.95,
1657314120,4.966,
1657314121,4.954,
1657314122,4.966,
1657314123,5.012,
1657314124,5.008,
1657314125,4.947,
1657314126,4.962,
1657314127,4.981,
1657314128,5.004,
1657314129,4.958,
1657314130,4.992,
1657314131,5.004,
1657314132,4.973,
1657314133,4.954,
1657314134,5.015,
1657314135,4.958,
1657314136,4.958,
1657314137,4.958,
1657314138,4.958,
1657314139,4.947,
1657314140,4.992,
1657314141,4.954,
1657314142,4.973,
1657314143,4.996,
1657314144,4.943,
1657314145,5.008,
1657314146,4.985,
1657314147,4.989,
1657314148,4.947,
1657314149,4.966,
1657314150,4.989,
1657314151,5.004,
1657314152,5.008,
1657314153,4.977,
1657314154,4.996,
1657314155,4.95,
1657314156,4.996,
1657314157,4.962,
1657314158,5.008,
1657314159,5.012,
1657314160,4.981,
1657314161,4.931,
1657314162,4.996,
1657314163,5.012,
1657314164,5.008,
1657314165,4.981,
1657314166,4.947,
1657314167,4.958,
1657314168,4.992,
1657314169,4.996,
1657314170,4.981,
1657314171,4.954,
1657314172,4.973,
1657314173,4.996,
1657314174,5.0,
1657314175,4.996,
1657314176,4.989,
1657314177,4.958,
1657314178,5.004,
1657314179,4.95,
1657314180,4.977,
1657314181,5.0,
1657314182,5.004,
1657314183,5.0,
1657314184,5.0,
1657314185,5.008,
1657314186,5.0,
1657314187,4.966,
1657314188,4.992,
1657314189,5.015,
1657314190,5.015,
1657314191,4.95,
1657314192,4.97,
1657314193,4.992,
1657314194,4.992,
