time,W,
1657319809,0.0,
1657319810,3.847,
1657319811,5.199,
1657319812,5.202,
1657319813,5.16,
1657319814,5.16,
1657319815,5.221,
1657319816,5.241,
1657319817,5.225,
1657319818,5.176,
1657319819,5.176,
1657319820,5.21,
1657319821,5.21,
1657319822,5.263,
1657319823,5.157,
1657319824,5.279,
1657319825,5.233,
1657319826,5.176,
1657319827,5.283,
1657319828,5.21,
1657319829,5.237,
1657319830,5.271,
1657319831,5.187,
1657319832,5.279,
1657319833,5.305,
1657319834,5.229,
1657319835,5.237,
1657319836,5.233,
1657319837,5.233,
1657319838,5.256,
1657319839,5.214,
1657319840,5.302,
1657319841,5.279,
1657319842,5.283,
1657319843,5.298,
1657319844,5.263,
1657319845,5.218,
1657319846,5.218,
1657319847,5.229,
1657319848,5.294,
1657319849,5.248,
1657319850,5.248,
1657319851,5.283,
1657319852,5.179,
1657319853,5.283,
1657319854,5.229,
1657319855,5.248,
1657319856,5.248,
1657319857,5.248,
1657319858,5.195,
1657319859,5.233,
1657319860,5.229,
1657319861,5.267,
1657319862,5.29,
1657319863,5.206,
1657319864,5.302,
1657319865,5.199,
1657319866,5.271,
1657319867,5.275,
1657319868,5.244,
1657319869,5.252,
1657319870,5.252,
1657319871,5.214,
1657319872,5.256,
1657319873,5.283,
1657319874,5.305,
1657319875,5.237,
1657319876,5.305,
1657319877,5.267,
1657319878,5.294,
1657319879,5.221,
1657319880,5.298,
1657319881,5.275,
1657319882,5.214,
1657319883,5.286,
1657319884,5.252,
1657319885,5.26,
1657319886,5.214,
1657319887,5.271,
1657319888,5.256,
1657319889,5.313,
1657319890,5.305,
1657319891,5.321,
1657319892,5.29,
1657319893,5.252,
1657319894,5.248,
1657319895,5.267,
1657319896,5.233,
1657319897,5.317,
1657319898,5.256,
1657319899,5.233,
1657319900,5.305,
1657319901,5.263,
1657319902,5.275,
1657319903,5.263,
1657319904,5.229,
1657319905,5.313,
1657319906,5.206,
1657319907,5.286,
1657319908,5.286,
1657319909,5.233,
1657319910,5.221,
1657319911,5.248,
1657319912,5.248,
1657319913,5.248,
1657319914,5.248,
1657319915,5.248,
1657319916,5.286,
1657319917,5.248,
1657319918,5.275,
1657319919,5.298,
1657319920,5.309,
1657319921,5.241,
1657319922,5.252,
1657319923,5.26,
1657319924,5.283,
1657319925,5.294,
1657319926,5.252,
1657319927,5.237,
1657319928,5.313,
