time,W,
1657317177,0.0,
1657317178,4.653,
1657317179,4.966,
1657317180,4.958,
1657317181,4.943,
1657317182,4.931,
1657317183,4.947,
1657317184,4.939,
1657317185,4.939,
1657317186,4.939,
1657317187,4.947,
1657317188,4.947,
1657317189,4.928,
1657317190,4.928,
1657317191,4.981,
1657317192,4.977,
1657317193,4.977,
1657317194,4.954,
1657317195,4.954,
1657317196,4.954,
1657317197,4.966,
1657317198,4.939,
1657317199,4.939,
1657317200,4.958,
1657317201,4.962,
1657317202,4.924,
1657317203,4.981,
1657317204,4.985,
1657317205,4.977,
1657317206,4.958,
1657317207,4.996,
1657317208,4.996,
1657317209,5.008,
1657317210,4.973,
1657317211,4.996,
1657317212,4.996,
1657317213,4.962,
1657317214,4.97,
1657317215,4.966,
1657317216,4.966,
1657317217,4.985,
1657317218,4.939,
1657317219,4.943,
1657317220,4.954,
1657317221,4.966,
1657317222,4.966,
1657317223,4.939,
1657317224,4.939,
1657317225,4.973,
1657317226,4.966,
1657317227,4.966,
1657317228,4.947,
1657317229,4.985,
1657317230,4.966,
1657317231,4.981,
1657317232,4.989,
1657317233,4.939,
1657317234,4.992,
1657317235,4.977,
1657317236,5.019,
1657317237,5.019,
1657317238,4.989,
1657317239,4.95,
1657317240,4.962,
1657317241,4.939,
1657317242,4.977,
1657317243,4.989,
1657317244,4.973,
1657317245,4.928,
1657317246,4.977,
1657317247,4.977,
1657317248,4.935,
1657317249,5.008,
1657317250,5.008,
1657317251,4.966,
1657317252,4.931,
1657317253,4.996,
1657317254,5.012,
1657317255,5.0,
1657317256,4.977,
1657317257,4.966,
1657317258,4.958,
1657317259,4.958,
1657317260,4.958,
1657317261,5.008,
1657317262,5.008,
1657317263,4.954,
1657317264,4.97,
1657317265,4.962,
1657317266,4.985,
1657317267,4.985,
1657317268,4.977,
1657317269,4.962,
1657317270,4.992,
1657317271,4.97,
1657317272,4.996,
1657317273,4.981,
1657317274,4.992,
1657317275,4.95,
1657317276,4.95,
1657317277,4.954,
1657317278,4.966,
1657317279,4.989,
1657317280,5.012,
1657317281,5.012,
1657317282,4.954,
1657317283,4.989,
1657317284,4.996,
1657317285,4.985,
1657317286,4.992,
1657317287,4.958,
1657317288,5.0,
1657317289,5.0,
1657317290,4.977,
1657317291,4.962,
1657317292,4.962,
1657317293,4.977,
1657317294,4.966,
1657317295,5.004,
1657317296,5.0,
1657317297,5.004,
1657317298,4.962,
1657317299,4.989,
1657317300,4.989,
1657317301,4.977,
1657317302,4.977,
1657317303,4.977,
1657317304,4.981,
1657317305,4.989,
1657317306,4.996,
1657317307,4.992,
1657317308,4.992,
1657317309,4.992,
1657317310,4.992,
1657317311,5.0,
1657317312,5.008,
1657317313,4.996,
1657317314,4.954,
1657317315,4.954,
1657317316,4.954,
1657317317,4.996,
1657317318,5.012,
1657317319,5.004,
1657317320,4.985,
1657317321,4.973,
1657317322,5.004,
1657317323,4.989,
1657317324,4.97,
1657317325,4.973,
1657317326,4.996,
1657317327,4.977,
1657317328,4.973,
1657317329,5.0,
1657317330,5.0,
1657317331,5.0,
1657317332,4.996,
1657317333,4.996,
1657317334,5.012,
1657317335,4.985,
1657317336,4.985,
1657317337,4.992,
1657317338,5.004,
1657317339,4.95,
1657317340,4.989,
1657317341,4.977,
1657317342,4.954,
1657317343,5.012,
1657317344,4.973,
1657317345,4.996,
1657317346,4.977,
1657317347,4.977,
1657317348,4.95,
1657317349,5.008,
1657317350,4.973,
1657317351,4.981,
1657317352,4.981,
1657317353,5.0,
1657317354,5.008,
1657317355,4.985,
1657317356,5.012,
1657317357,5.019,
1657317358,4.95,
1657317359,4.954,
1657317360,4.996,
1657317361,4.996,
1657317362,4.996,
1657317363,5.004,
1657317364,4.973,
1657317365,4.95,
1657317366,4.992,
1657317367,4.97,
1657317368,5.012,
1657317369,5.0,
1657317370,4.985,
1657317371,5.019,
1657317372,4.989,
1657317373,4.962,
1657317374,5.004,
1657317375,5.004,
1657317376,4.985,
1657317377,4.954,
1657317378,4.954,
1657317379,4.954,
1657317380,4.966,
1657317381,4.989,
1657317382,5.004,
1657317383,4.973,
1657317384,4.996,
1657317385,4.939,
1657317386,4.97,
1657317387,4.996,
1657317388,4.989,
1657317389,4.954,
1657317390,5.008,
1657317391,4.966,
1657317392,4.992,
1657317393,4.989,
1657317394,5.004,
1657317395,5.004,
1657317396,4.985,
1657317397,4.985,
1657317398,4.985,
1657317399,5.019,
1657317400,4.985,
1657317401,5.0,
1657317402,4.981,
1657317403,5.015,
1657317404,5.019,
1657317405,4.992,
1657317406,5.015,
1657317407,4.958,
1657317408,4.958,
1657317409,4.958,
1657317410,4.958,
1657317411,4.958,
1657317412,5.008,
1657317413,5.008,
1657317414,4.943,
1657317415,4.943,
1657317416,5.0,
1657317417,4.977,
1657317418,4.966,
1657317419,4.958,
1657317420,4.958,
1657317421,4.958,
1657317422,4.981,
1657317423,5.023,
1657317424,4.981,
1657317425,4.966,
1657317426,4.977,
1657317427,4.996,
1657317428,4.977,
1657317429,5.004,
1657317430,4.973,
1657317431,5.0,
1657317432,4.958,
1657317433,4.985,
1657317434,4.989,
1657317435,5.0,
1657317436,4.973,
1657317437,5.015,
1657317438,5.0,
1657317439,5.004,
1657317440,4.977,
1657317441,4.973,
1657317442,4.973,
1657317443,4.954,
1657317444,4.939,
1657317445,4.989,
1657317446,5.004,
1657317447,5.004,
1657317448,4.973,
1657317449,4.966,
1657317450,5.027,
1657317451,4.966,
1657317452,4.992,
1657317453,5.008,
1657317454,4.989,
1657317455,5.027,
1657317456,4.977,
1657317457,4.992,
1657317458,5.015,
1657317459,4.996,
1657317460,4.947,
1657317461,4.989,
1657317462,5.015,
1657317463,5.034,
1657317464,5.004,
1657317465,4.935,
1657317466,5.019,
1657317467,5.019,
1657317468,5.004,
1657317469,4.981,
1657317470,4.966,
1657317472,5.004,
1657317473,4.985,
1657317474,4.962,
1657317475,4.981,
1657317476,4.992,
1657317477,4.989,
1657317478,4.966,
1657317479,4.947,
1657317480,5.0,
1657317481,4.977,
1657317482,4.992,
1657317483,5.0,
1657317484,5.008,
1657317485,4.989,
1657317486,5.015,
1657317487,5.015,
1657317488,4.958,
1657317489,5.004,
1657317490,4.989,
1657317491,4.97,
1657317492,4.947,
1657317493,4.992,
1657317494,4.985,
1657317495,4.962,
1657317496,4.996,
1657317497,5.012,
1657317498,4.973,
1657317499,5.015,
1657317500,4.973,
1657317501,5.012,
1657317502,5.034,
1657317503,4.996,
1657317504,4.943,
1657317505,5.012,
1657317506,5.008,
1657317507,4.985,
1657317508,5.008,
1657317509,5.019,
1657317510,5.038,
1657317511,5.038,
1657317512,5.038,
1657317513,5.038,
1657317514,5.012,
1657317515,5.008,
1657317516,4.958,
1657317517,4.958,
1657317518,4.958,
1657317519,4.985,
1657317520,5.019,
1657317521,4.973,
1657317522,5.015,
1657317523,5.0,
1657317524,4.985,
1657317525,4.989,
1657317526,5.004,
1657317527,5.012,
1657317528,5.023,
1657317529,4.973,
1657317530,4.996,
1657317531,4.996,
1657317532,5.023,
1657317533,5.012,
1657317534,5.004,
1657317535,5.027,
1657317536,5.015,
1657317537,5.027,
1657317538,4.954,
1657317539,4.954,
1657317540,4.989,
1657317541,5.0,
1657317542,4.97,
1657317543,5.027,
1657317544,4.954,
1657317545,4.97,
1657317546,4.97,
1657317547,4.97,
1657317548,5.019,
1657317549,4.954,
1657317550,4.985,
1657317551,4.985,
1657317552,4.966,
1657317553,4.954,
1657317554,5.023,
1657317555,4.992,
1657317556,5.012,
1657317557,4.977,
1657317558,5.034,
1657317559,5.019,
1657317560,5.008,
1657317561,5.012,
1657317562,4.958,
1657317563,4.958,
1657317564,4.943,
1657317565,4.992,
1657317566,4.992,
1657317567,4.992,
1657317568,4.939,
1657317569,5.008,
1657317570,5.034,
1657317571,5.004,
1657317572,4.989,
1657317573,5.031,
1657317574,5.023,
1657317575,5.008,
1657317576,5.0,
1657317577,4.966,
1657317578,4.966,
1657317579,4.989,
1657317580,4.954,
1657317581,4.958,
1657317582,4.996,
1657317583,4.985,
1657317584,4.966,
1657317585,4.989,
1657317586,4.989,
1657317587,4.985,
1657317588,4.973,
1657317589,4.973,
1657317590,5.0,
1657317591,4.973,
1657317592,4.992,
1657317593,4.985,
1657317594,4.985,
1657317595,4.985,
1657317596,5.019,
1657317597,4.97,
1657317598,4.943,
1657317599,4.981,
1657317600,5.019,
1657317601,4.954,
1657317602,4.973,
1657317603,4.973,
1657317604,5.004,
1657317605,5.0,
1657317606,4.989,
1657317607,4.977,
1657317608,5.012,
1657317609,4.973,
1657317610,5.004,
1657317611,5.015,
1657317612,5.004,
1657317613,5.0,
1657317614,4.992,
1657317615,5.008,
1657317616,5.008,
1657317617,5.008,
1657317618,4.958,
1657317619,4.981,
1657317620,5.0,
1657317621,5.023,
1657317622,5.015,
1657317623,5.004,
1657317624,5.0,
1657317625,4.947,
1657317626,4.97,
1657317627,4.992,
1657317628,5.015,
1657317629,5.008,
1657317630,4.962,
1657317631,4.958,
1657317632,5.031,
1657317633,5.0,
1657317634,4.962,
1657317635,5.015,
