time,W,
1657300327,0.0,
1657300328,4.882,
1657300329,5.393,
1657300330,5.004,
1657300331,5.248,
1657300332,4.733,
1657300333,5.103,
1657300334,5.122,
1657300335,4.882,
1657300336,5.359,
1657300337,5.454,
1657300338,5.019,
1657300339,5.019,
1657300340,5.019,
1657300341,5.458,
1657300342,5.183,
1657300343,4.924,
1657300344,5.462,
1657300345,5.462,
1657300346,5.462,
1657300347,5.462,
1657300348,5.073,
1657300349,5.599,
1657300350,5.599,
1657300351,5.599,
1657300352,5.542,
1657300353,4.97,
1657300354,5.515,
1657300355,5.374,
1657300356,5.034,
1657300357,5.699,
1657300358,5.939,
1657300359,5.805,
1657300360,5.828,
1657300361,5.786,
1657300362,5.962,
1657300363,5.954,
1657300364,5.844,
1657300365,5.859,
1657300366,6.015,
1657300367,5.943,
1657300368,5.256,
1657300369,5.279,
1657300370,5.183,
1657300371,5.359,
1657300372,5.542,
1657300373,5.057,
1657300374,5.519,
1657300375,5.504,
1657300376,5.508,
1657300377,5.63,
1657300378,5.031,
1657300379,5.221,
1657300380,5.256,
1657300381,5.176,
1657300382,5.195,
1657300383,5.168,
1657300384,5.622,
1657300385,5.622,
1657300386,4.95,
1657300387,5.416,
1657300388,5.08,
1657300389,5.042,
1657300390,5.267,
1657300391,5.557,
1657300392,5.557,
1657300393,5.096,
1657300394,5.263,
1657300395,4.893,
1657300396,5.115,
1657300397,5.115,
1657300398,5.115,
1657300399,5.115,
1657300400,5.313,
1657300401,5.454,
1657300402,5.454,
1657300403,5.454,
1657300404,5.718,
1657300405,5.554,
1657300406,5.397,
1657300407,5.038,
1657300408,5.47,
1657300409,5.47,
1657300410,5.534,
1657300411,5.042,
1657300412,5.47,
1657300413,5.057,
1657300414,5.076,
1657300415,5.076,
1657300416,5.076,
1657300417,5.775,
1657300418,5.916,
1657300419,5.817,
1657300420,5.878,
1657300421,5.855,
1657300422,5.855,
1657300423,5.863,
1657300424,5.79,
1657300425,6.0,
1657300426,5.87,
1657300427,5.657,
1657300428,5.569,
1657300429,5.634,
1657300430,5.317,
1657300431,5.138,
1657300432,5.138,
1657300433,5.485,
1657300434,5.283,
1657300435,5.741,
1657300436,4.954,
1657300437,5.569,
1657300438,5.569,
1657300439,5.221,
1657300440,5.221,
1657300441,5.221,
1657300442,5.221,
1657300443,5.221,
1657300444,5.634,
1657300445,5.477,
1657300446,5.466,
1657300447,5.515,
1657300448,4.943,
1657300449,4.977,
1657300450,5.328,
1657300451,5.538,
1657300452,5.473,
1657300453,5.435,
1657300454,5.706,
1657300455,5.515,
1657300456,5.5,
1657300457,5.0,
1657300459,4.985,
1657300460,5.557,
1657300461,4.844,
1657300462,4.844,
1657300463,4.844,
1657300464,5.218,
1657300465,5.298,
1657300466,4.821,
1657300467,5.21,
1657300468,4.878,
1657300469,4.828,
1657300470,5.363,
1657300471,4.989,
1657300472,5.439,
1657300473,5.229,
1657300474,5.477,
1657300475,5.531,
1657300476,5.596,
1657300477,5.672,
1657300478,5.672,
1657300479,5.672,
1657300480,5.672,
1657300481,5.672,
1657300482,5.783,
1657300483,5.935,
1657300484,5.878,
1657300485,6.019,
1657300486,5.855,
1657300487,5.878,
1657300488,5.878,
1657300489,5.554,
1657300490,5.355,
1657300491,5.023,
1657300492,5.668,
1657300493,5.172,
1657300494,4.992,
1657300495,5.519,
1657300496,5.519,
1657300497,5.283,
1657300498,5.344,
1657300499,4.958,
1657300500,5.309,
1657300501,5.206,
1657300502,4.95,
1657300503,5.397,
1657300504,5.065,
1657300505,5.065,
1657300506,5.065,
1657300507,5.531,
1657300508,5.13,
1657300509,5.443,
1657300510,5.034,
1657300511,5.466,
1657300512,5.34,
1657300513,5.286,
1657300514,5.576,
1657300515,4.973,
1657300516,5.096,
1657300517,5.538,
1657300518,5.141,
1657300519,5.615,
1657300520,5.164,
1657300521,5.492,
1657300522,5.088,
1657300523,5.069,
1657300524,5.534,
1657300525,4.95,
1657300526,5.393,
1657300527,5.057,
1657300528,5.057,
1657300529,5.653,
1657300530,5.653,
1657300531,5.076,
1657300532,5.271,
1657300533,5.183,
1657300534,5.019,
1657300535,5.706,
1657300536,5.145,
1657300537,5.187,
1657300538,5.714,
1657300539,6.0,
1657300540,5.985,
1657300541,5.985,
1657300542,5.985,
1657300543,5.802,
1657300544,5.802,
1657300545,5.802,
1657300546,5.802,
1657300547,5.966,
1657300548,5.836,
1657300549,5.416,
1657300550,5.374,
1657300551,5.16,
1657300552,4.897,
1657300553,5.508,
1657300554,4.939,
1657300555,5.523,
1657300556,5.523,
1657300557,5.477,
1657300558,5.054,
1657300559,5.054,
1657300560,5.561,
1657300561,5.561,
1657300562,5.424,
1657300563,5.424,
1657300564,5.218,
1657300565,5.073,
1657300566,5.088,
1657300567,5.638,
1657300568,5.737,
1657300569,5.424,
1657300570,4.878,
1657300571,5.183,
1657300572,5.302,
1657300573,4.992,
1657300574,5.512,
1657300575,5.206,
1657300576,5.687,
1657300577,5.16,
1657300578,5.638,
1657300579,5.29,
1657300580,5.596,
1657300581,5.424,
1657300582,5.107,
1657300583,5.096,
1657300584,5.302,
1657300585,5.157,
1657300586,4.912,
1657300587,5.435,
1657300588,5.233,
1657300589,5.447,
1657300590,5.176,
1657300591,5.317,
1657300592,4.992,
1657300593,5.367,
1657300594,4.92,
1657300595,5.466,
1657300596,5.584,
1657300597,5.428,
1657300598,5.714,
1657300599,5.958,
1657300600,5.901,
1657300601,5.935,
1657300602,5.935,
1657300603,5.935,
1657300604,5.935,
1657300605,5.935,
1657300606,6.034,
1657300607,6.023,
1657300608,5.771,
1657300609,5.416,
1657300610,5.088,
1657300611,4.939,
1657300612,5.538,
1657300613,5.542,
1657300614,5.542,
1657300615,5.542,
1657300616,5.542,
1657300617,5.542,
1657300618,5.534,
1657300619,5.672,
1657300620,5.599,
1657300621,5.496,
1657300622,5.057,
1657300623,5.294,
1657300624,5.615,
1657300625,5.641,
1657300626,5.397,
1657300627,5.599,
1657300628,5.374,
1657300629,5.008,
1657300630,5.248,
1657300631,5.069,
