time,W,
1657332003,0.0,
1657332004,0.0,
1657332005,0.0,
1657332006,0.0,
1657332007,0.0,
1657332008,0.0,
1657332009,0.0,
1657332010,4.767,
1657332011,4.687,
1657332012,4.649,
1657332013,4.992,
1657332014,4.992,
1657332015,4.714,
1657332016,4.931,
1657332017,4.809,
1657332018,4.851,
1657332019,4.721,
1657332020,4.767,
1657332021,4.889,
1657332022,4.733,
1657332023,4.825,
1657332024,4.714,
1657332025,4.901,
1657332026,4.924,
1657332027,4.786,
1657332028,4.798,
1657332029,4.798,
1657332030,4.798,
1657332031,4.641,
1657332032,4.725,
1657332033,4.783,
1657332034,4.721,
1657332035,4.721,
1657332036,4.954,
1657332037,5.103,
1657332038,5.103,
1657332039,5.103,
1657332040,5.794,
1657332041,5.794,
1657332042,5.458,
1657332043,5.504,
1657332044,5.504,
1657332045,5.584,
1657332046,5.763,
1657332047,5.401,
1657332048,5.702,
1657332049,4.767,
1657332050,4.748,
1657332051,4.748,
1657332052,4.748,
1657332053,4.821,
1657332054,4.76,
1657332055,4.588,
1657332056,4.653,
1657332057,4.714,
1657332058,4.847,
1657332059,4.847,
1657332060,4.809,
1657332061,4.775,
1657332062,4.775,
1657332063,4.775,
1657332064,4.695,
1657332065,4.882,
1657332066,4.931,
1657332067,4.706,
1657332068,4.882,
1657332069,4.561,
1657332070,4.561,
1657332071,4.489,
1657332072,4.893,
1657332073,4.893,
1657332074,4.893,
1657332075,4.931,
1657332076,4.931,
1657332077,4.931,
1657332078,4.931,
1657332079,4.889,
1657332080,4.668,
1657332081,4.668,
1657332082,4.611,
1657332083,4.92,
1657332084,4.92,
1657332085,4.92,
1657332086,4.928,
1657332087,4.779,
1657332088,4.779,
1657332089,4.653,
1657332090,4.653,
1657332091,4.653,
1657332092,4.783,
1657332093,4.912,
1657332094,4.699,
1657332095,4.943,
1657332096,5.015,
1657332097,4.84,
1657332098,5.588,
1657332099,5.588,
1657332100,5.752,
1657332101,5.752,
1657332102,5.569,
1657332103,5.569,
1657332104,5.66,
1657332105,5.592,
1657332106,5.615,
1657332107,5.592,
1657332108,5.668,
1657332109,4.798,
