time,W,
1657320366,0.0,
1657320367,0.0,
1657320368,0.0,
1657320369,4.813,
1657320370,4.878,
1657320371,4.676,
1657320372,4.767,
1657320373,4.924,
1657320374,4.817,
1657320375,4.569,
1657320376,4.771,
1657320377,4.603,
1657320378,4.626,
1657320379,4.924,
1657320380,4.63,
1657320381,4.66,
1657320382,4.596,
1657320383,4.737,
1657320384,4.187,
1657320385,4.657,
1657320386,4.657,
1657320387,4.836,
1657320388,4.58,
1657320389,4.71,
1657320390,4.618,
1657320391,4.809,
1657320392,4.794,
1657320393,4.573,
1657320394,4.958,
1657320395,4.531,
1657320396,4.886,
1657320397,4.916,
1657320398,4.573,
1657320399,5.699,
1657320400,6.012,
1657320401,5.401,
1657320402,5.221,
1657320403,5.221,
1657320404,5.409,
1657320405,5.409,
1657320406,5.389,
1657320407,5.615,
1657320408,5.653,
1657320409,5.054,
1657320410,4.695,
1657320411,5.027,
1657320412,4.924,
1657320413,4.897,
1657320414,4.611,
1657320415,4.836,
1657320416,4.569,
1657320417,4.977,
1657320418,4.695,
1657320419,4.706,
1657320420,4.66,
1657320421,4.649,
1657320422,4.489,
1657320423,4.725,
1657320424,4.657,
1657320425,4.71,
1657320426,4.886,
1657320427,4.565,
1657320428,4.794,
1657320429,4.534,
1657320430,4.924,
1657320431,5.038,
1657320432,4.714,
1657320433,4.657,
1657320434,4.908,
1657320435,4.584,
1657320436,4.832,
1657320437,4.97,
1657320438,4.622,
1657320439,4.958,
1657320440,4.97,
1657320441,4.867,
1657320442,4.901,
1657320443,4.634,
1657320444,4.561,
1657320445,4.962,
1657320446,4.596,
1657320447,4.863,
1657320448,4.821,
1657320449,4.618,
1657320450,4.592,
1657320451,4.58,
1657320452,4.515,
1657320453,4.515,
1657320454,4.515,
1657320455,4.492,
1657320456,4.492,
1657320457,4.802,
1657320458,5.057,
1657320459,5.653,
1657320460,5.439,
1657320461,5.439,
1657320462,5.618,
1657320463,5.359,
1657320464,5.363,
1657320465,5.622,
1657320466,5.485,
1657320467,5.431,
1657320468,5.573,
1657320469,5.397,
1657320470,4.836,
1657320471,4.576,
1657320472,4.92,
1657320473,4.695,
1657320474,4.958,
1657320475,4.97,
1657320476,4.817,
1657320477,4.706,
1657320478,4.989,
1657320479,4.588,
1657320480,4.637,
1657320481,4.943,
1657320482,5.076,
1657320483,4.683,
1657320484,4.473,
1657320485,4.805,
1657320486,4.508,
1657320487,4.557,
1657320488,4.733,
1657320489,4.561,
1657320490,4.561,
1657320491,4.714,
1657320492,4.641,
1657320493,4.996,
1657320494,4.45,
1657320495,4.45,
1657320496,5.031,
1657320497,4.878,
1657320498,4.958,
1657320499,4.702,
1657320500,4.851,
1657320501,4.744,
1657320502,4.821,
