time,W,
1657346653,0.0,
1657346654,3.809,
1657346655,4.992,
1657346656,5.115,
1657346657,4.989,
1657346658,5.218,
1657346659,4.87,
1657346660,5.107,
1657346661,4.886,
1657346662,4.886,
1657346663,5.004,
1657346664,5.099,
1657346665,4.973,
1657346666,5.126,
1657346667,4.889,
1657346668,5.34,
1657346669,5.073,
1657346670,5.073,
1657346671,4.886,
1657346672,5.218,
1657346673,4.947,
1657346674,5.195,
1657346675,5.195,
1657346676,5.252,
1657346677,5.252,
1657346678,5.252,
1657346679,5.252,
1657346680,5.252,
1657346681,5.252,
1657346682,5.431,
1657346683,5.916,
1657346684,5.947,
1657346685,5.618,
1657346686,5.626,
1657346687,5.935,
1657346688,5.683,
1657346689,5.668,
1657346690,5.313,
1657346691,4.981,
1657346692,5.237,
1657346693,5.05,
1657346694,5.336,
1657346695,5.061,
1657346696,5.057,
1657346697,4.996,
1657346698,4.95,
1657346699,5.172,
1657346700,5.172,
1657346701,5.309,
1657346702,4.958,
1657346703,5.168,
1657346704,4.996,
1657346705,5.275,
1657346706,4.924,
1657346707,5.21,
1657346708,5.21,
1657346709,4.939,
1657346710,5.218,
1657346711,4.973,
1657346712,5.191,
1657346713,4.863,
1657346714,5.302,
1657346715,5.05,
1657346716,5.05,
1657346717,5.111,
1657346718,5.054,
1657346719,4.855,
1657346720,5.225,
1657346721,5.099,
1657346722,5.271,
1657346723,5.13,
1657346724,4.992,
1657346725,5.073,
1657346726,4.886,
1657346727,5.202,
1657346728,4.996,
1657346729,5.214,
1657346730,5.096,
1657346731,5.294,
1657346732,4.847,
1657346733,5.107,
1657346734,4.966,
1657346735,5.302,
1657346736,5.141,
1657346737,5.099,
1657346738,5.065,
1657346739,5.886,
1657346740,5.744,
1657346741,5.63,
1657346742,5.687,
1657346743,5.725,
1657346744,5.92,
1657346745,5.935,
1657346746,5.935,
1657346747,5.68,
1657346748,5.905,
1657346749,5.909,
1657346750,5.057,
1657346751,5.153,
1657346752,5.134,
1657346753,5.309,
1657346754,5.05,
1657346755,5.05,
1657346756,4.931,
1657346757,5.302,
1657346758,5.042,
1657346759,4.996,
1657346760,5.099,
1657346761,5.099,
1657346762,5.252,
1657346763,4.905,
1657346764,5.08,
1657346765,5.107,
1657346766,5.263,
1657346767,4.996,
1657346768,5.138,
1657346769,5.015,
1657346770,5.122,
1657346771,4.886,
1657346772,5.042,
1657346773,4.958,
1657346774,5.294,
1657346775,5.218,
1657346776,5.023,
1657346777,4.905,
1657346778,5.034,
1657346779,5.096,
1657346780,5.187,
1657346781,5.214,
1657346782,5.111,
1657346783,5.015,
1657346784,4.912,
