time,W,
1657344239,0.0,
1657344240,5.099,
1657344241,4.97,
1657344242,4.97,
1657344243,4.97,
1657344244,5.233,
1657344245,4.867,
1657344246,5.149,
1657344247,4.935,
1657344248,5.256,
1657344249,4.958,
1657344250,5.092,
1657344251,4.855,
1657344252,5.199,
1657344253,4.92,
1657344254,5.263,
1657344255,5.012,
1657344256,4.813,
1657344257,4.908,
1657344258,5.092,
1657344259,5.141,
1657344260,5.138,
1657344261,4.947,
1657344262,4.947,
1657344263,4.901,
1657344264,5.103,
1657344265,5.21,
1657344266,5.103,
1657344267,5.103,
1657344268,5.103,
1657344269,4.87,
1657344270,5.0,
1657344271,5.221,
1657344272,5.103,
1657344273,5.103,
1657344274,4.802,
1657344276,5.092,
1657344277,5.092,
1657344278,5.103,
1657344279,5.863,
1657344280,5.874,
1657344281,5.931,
1657344282,5.416,
1657344283,5.851,
1657344284,5.63,
1657344285,5.928,
1657344286,5.928,
1657344287,5.928,
1657344288,5.943,
1657344289,5.771,
1657344290,5.47,
1657344291,4.985,
1657344292,4.901,
1657344293,5.076,
1657344294,5.283,
1657344295,5.141,
1657344296,5.111,
1657344297,5.012,
1657344298,5.0,
1657344299,5.088,
1657344300,5.302,
1657344301,5.13,
1657344302,5.13,
1657344303,5.13,
1657344304,4.855,
1657344305,5.195,
1657344306,5.034,
1657344307,5.263,
1657344308,4.886,
1657344309,4.939,
1657344310,4.893,
1657344311,5.019,
1657344312,5.305,
1657344313,5.218,
1657344314,5.218,
1657344315,5.218,
1657344316,5.218,
1657344317,4.928,
1657344318,5.29,
1657344319,4.947,
1657344320,5.202,
1657344321,4.954,
1657344322,5.008,
1657344323,4.901,
1657344324,5.168,
1657344325,5.027,
1657344326,5.336,
1657344327,5.015,
1657344328,4.863,
1657344329,4.981,
1657344330,5.084,
1657344331,5.134,
1657344332,5.237,
1657344333,5.023,
1657344334,4.962,
1657344335,4.989,
1657344336,5.168,
1657344337,5.393,
1657344338,5.248,
1657344339,5.741,
1657344340,5.821,
1657344341,5.882,
1657344342,5.878,
1657344343,5.951,
1657344344,5.977,
1657344345,5.821,
1657344346,5.611,
1657344347,5.805,
1657344348,5.805,
1657344349,5.805,
1657344350,5.447,
1657344351,5.019,
1657344352,5.027,
1657344353,5.321,
1657344354,5.073,
1657344355,5.286,
1657344356,4.916,
1657344357,4.989,
1657344358,5.275,
1657344359,5.115,
1657344360,5.26,
1657344361,4.962,
1657344362,5.164,
1657344363,4.92,
1657344364,5.199,
1657344365,5.191,
1657344366,5.134,
1657344367,4.939,
1657344368,4.973,
1657344369,5.088,
1657344370,5.046,
1657344371,5.225,
1657344372,5.157,
1657344373,5.157,
1657344374,5.157,
1657344375,5.111,
1657344376,5.111,
1657344377,5.187,
1657344378,5.168,
1657344379,5.305,
1657344380,5.05,
1657344381,5.019,
1657344382,5.038,
1657344383,5.187,
1657344384,5.149,
1657344385,5.168,
1657344386,5.046,
1657344387,4.92,
1657344388,5.13,
1657344389,4.977,
1657344390,5.199,
1657344391,5.191,
1657344392,5.183,
1657344393,5.038,
1657344394,4.989,
1657344395,5.099,
1657344396,5.179,
1657344397,4.939,
1657344398,5.359,
1657344399,5.87,
1657344400,5.87,
1657344401,5.87,
1657344402,5.683,
1657344403,5.836,
1657344404,5.859,
1657344405,5.847,
1657344406,5.897,
1657344407,5.87,
1657344408,5.901,
1657344409,5.443,
1657344410,4.996,
1657344411,4.962,
1657344412,5.347,
1657344413,5.347,
1657344414,5.347,
1657344415,4.912,
1657344416,5.019,
1657344417,5.023,
1657344418,5.305,
1657344419,5.21,
1657344420,5.08,
1657344421,4.992,
1657344422,5.099,
1657344423,5.229,
1657344424,5.076,
1657344425,5.233,
1657344426,5.027,
1657344427,5.008,
1657344428,4.863,
1657344429,5.248,
1657344430,5.065,
1657344431,5.283,
1657344432,5.015,
1657344433,5.099,
1657344434,5.218,
1657344435,5.092,
1657344436,5.031,
1657344437,4.889,
1657344438,4.889,
1657344439,5.202,
1657344440,4.962,
1657344441,5.122,
1657344442,5.012,
1657344443,5.233,
1657344444,5.191,
1657344445,5.004,
1657344446,5.08,
1657344447,4.897,
1657344448,5.218,
1657344449,5.015,
1657344450,5.118,
1657344451,4.905,
1657344452,5.305,
1657344453,4.863,
1657344454,5.229,
1657344455,4.928,
1657344456,5.134,
1657344457,5.134,
1657344458,5.134,
1657344459,5.691,
1657344460,5.622,
1657344461,5.813,
1657344462,5.798,
1657344463,5.882,
1657344464,5.882,
1657344465,5.821,
1657344466,5.935,
1657344467,5.863,
1657344468,5.68,
1657344469,5.168,
1657344470,4.886,
1657344471,5.092,
1657344472,5.008,
1657344473,5.16,
1657344474,5.0,
1657344475,5.233,
1657344476,5.012,
1657344477,5.138,
1657344478,4.855,
1657344479,5.13,
1657344480,5.199,
1657344481,5.221,
1657344482,5.015,
1657344483,4.954,
1657344484,4.989,
1657344485,5.126,
1657344486,5.164,
1657344487,5.202,
1657344488,5.111,
1657344489,5.13,
1657344490,4.817,
1657344491,5.126,
1657344492,5.126,
1657344493,5.126,
1657344494,5.057,
1657344495,5.069,
1657344496,5.191,
1657344497,5.168,
1657344498,5.019,
1657344499,4.897,
1657344500,5.0,
1657344501,4.95,
1657344502,4.95,
1657344503,4.95,
1657344504,5.008,
1657344505,4.981,
1657344506,5.126,
1657344507,4.962,
1657344508,5.233,
1657344509,5.233,
1657344510,5.321,
1657344511,5.099,
1657344512,5.042,
1657344513,5.096,
1657344514,5.172,
1657344515,4.889,
1657344516,5.164,
1657344517,5.164,
1657344518,5.164,
1657344519,5.164,
1657344520,5.164,
1657344521,5.16,
1657344522,5.347,
1657344523,5.615,
1657344524,5.851,
1657344525,5.874,
1657344526,5.832,
1657344527,5.615,
1657344528,5.867,
1657344529,5.767,
1657344530,5.08,
1657344531,5.271,
1657344532,5.069,
1657344533,5.195,
1657344534,4.985,
1657344535,5.233,
1657344536,4.962,
1657344537,5.168,
1657344538,4.958,
1657344539,5.088,
1657344540,5.042,
1657344541,5.183,
1657344542,4.939,
1657344543,5.191,
1657344544,4.905,
1657344545,5.111,
1657344546,5.008,
1657344547,5.118,
1657344548,5.012,
1657344549,5.302,
1657344550,5.034,
1657344551,5.008,
1657344552,5.073,
1657344553,5.221,
1657344554,5.08,
1657344555,5.057,
1657344556,4.943,
1657344557,5.153,
1657344558,5.138,
1657344559,5.199,
1657344560,5.092,
1657344561,4.916,
1657344562,4.973,
1657344563,4.973,
1657344564,5.313,
1657344565,5.073,
1657344566,5.084,
1657344567,4.809,
1657344568,5.141,
1657344569,5.126,
1657344570,5.359,
1657344571,5.206,
1657344572,5.206,
1657344573,4.989,
1657344574,4.989,
1657344575,5.012,
1657344576,5.294,
1657344577,5.13,
1657344578,5.183,
1657344579,5.912,
1657344580,5.912,
1657344581,5.912,
1657344582,5.912,
1657344583,5.912,
1657344584,5.733,
1657344585,5.42,
1657344586,5.817,
1657344587,5.603,
1657344588,5.817,
1657344589,5.66,
1657344590,4.928,
1657344591,5.118,
1657344592,4.985,
1657344593,5.065,
1657344594,5.038,
1657344595,5.183,
1657344596,5.351,
1657344597,4.958,
1657344598,5.187,
1657344599,4.95,
1657344600,5.248,
1657344601,5.0,
1657344602,5.012,
1657344603,5.05,
1657344604,5.122,
1657344605,5.218,
1657344606,5.138,
1657344607,4.939,
1657344608,4.973,
1657344609,5.153,
1657344610,5.0,
1657344611,5.103,
1657344612,4.977,
1657344613,5.202,
1657344614,4.905,
1657344615,4.97,
1657344616,4.92,
1657344617,5.16,
1657344618,5.141,
1657344619,5.141,
1657344620,5.107,
1657344621,4.92,
1657344622,5.271,
1657344623,4.981,
1657344624,5.118,
1657344625,4.966,
1657344626,5.241,
1657344627,4.966,
1657344628,5.332,
1657344629,4.992,
1657344630,5.046,
1657344631,5.061,
