time,W,
1657307420,0.0,
1657307421,5.363,
1657307422,5.244,
1657307423,5.244,
1657307424,5.221,
1657307425,5.221,
1657307426,5.191,
1657307427,5.191,
1657307428,5.424,
1657307429,5.279,
1657307430,5.26,
1657307431,5.286,
1657307432,5.34,
1657307433,5.397,
1657307434,5.328,
1657307435,5.332,
1657307436,5.332,
1657307437,5.309,
1657307438,5.855,
1657307439,5.855,
1657307440,5.97,
1657307441,5.794,
1657307442,5.935,
1657307443,5.97,
1657307444,6.027,
1657307445,5.966,
1657307446,5.951,
1657307447,5.943,
1657307448,5.943,
1657307449,5.943,
1657307450,5.149,
1657307451,5.332,
1657307452,5.241,
1657307453,5.283,
1657307454,5.252,
1657307455,5.462,
1657307456,5.454,
1657307457,5.168,
1657307458,5.294,
1657307459,5.351,
1657307460,5.29,
1657307461,5.244,
1657307462,5.447,
1657307463,5.279,
1657307464,5.256,
1657307465,5.256,
1657307466,5.256,
1657307467,5.363,
1657307468,5.363,
1657307469,5.367,
1657307470,5.367,
1657307471,5.367,
1657307472,5.298,
1657307473,5.405,
1657307474,5.298,
1657307475,5.279,
1657307476,5.252,
1657307477,5.389,
1657307478,5.401,
1657307479,5.283,
1657307480,5.443,
1657307481,5.378,
1657307482,5.248,
1657307483,5.309,
1657307484,5.225,
1657307485,5.42,
1657307486,5.26,
1657307487,5.328,
1657307488,5.302,
1657307489,5.389,
1657307490,5.286,
1657307491,5.286,
1657307492,5.286,
1657307493,5.34,
1657307494,5.252,
1657307495,5.309,
1657307496,5.378,
1657307497,5.378,
1657307498,6.0,
1657307499,5.859,
1657307500,5.928,
1657307501,5.878,
1657307502,6.046,
1657307503,5.863,
1657307504,5.989,
1657307505,6.0,
1657307506,5.989,
1657307507,5.985,
1657307508,5.309,
1657307509,5.309,
1657307510,5.325,
1657307511,5.332,
1657307512,5.34,
1657307513,5.286,
1657307514,5.458,
1657307515,5.16,
1657307516,5.168,
1657307517,5.481,
1657307518,5.435,
1657307519,5.454,
1657307520,5.267,
1657307521,5.382,
1657307522,5.355,
1657307523,5.389,
1657307524,5.286,
1657307525,5.397,
1657307526,5.458,
1657307527,5.206,
1657307528,5.206,
1657307529,5.508,
1657307530,5.45,
1657307531,5.45,
1657307532,5.45,
1657307533,5.45,
1657307534,5.389,
1657307535,5.512,
1657307536,5.195,
1657307537,5.351,
1657307538,5.485,
1657307539,5.321,
1657307540,5.313,
1657307541,5.359,
1657307542,5.302,
1657307543,5.393,
1657307544,5.302,
1657307545,5.435,
1657307546,5.271,
1657307547,5.424,
1657307548,5.424,
1657307549,5.382,
1657307550,5.409,
1657307551,5.279,
1657307552,5.492,
1657307553,5.313,
1657307554,5.359,
1657307555,5.252,
1657307556,5.275,
1657307557,5.687,
1657307558,5.687,
1657307559,5.687,
1657307560,5.817,
1657307561,5.882,
1657307562,5.966,
1657307563,6.046,
1657307564,6.084,
1657307565,6.023,
1657307566,5.836,
1657307567,5.45,
1657307568,5.5,
1657307569,5.409,
1657307570,5.347,
1657307571,5.531,
1657307572,5.187,
1657307573,5.401,
1657307574,5.344,
1657307575,5.298,
1657307576,5.298,
1657307577,5.317,
1657307578,5.45,
1657307579,5.145,
1657307580,5.279,
1657307581,5.347,
1657307582,5.344,
1657307583,5.321,
1657307584,5.286,
1657307585,5.393,
1657307586,5.393,
1657307587,5.393,
1657307588,5.206,
1657307589,5.374,
1657307590,5.477,
1657307591,5.389,
1657307592,5.473,
1657307593,5.485,
1657307594,5.485,
1657307595,5.485,
1657307596,5.279,
1657307597,5.279,
1657307598,5.462,
1657307599,5.462,
1657307600,5.393,
1657307601,5.378,
1657307602,5.34,
1657307603,5.332,
1657307604,5.283,
1657307605,5.214,
1657307606,5.214,
1657307607,5.214,
1657307608,5.34,
1657307609,5.462,
1657307610,5.34,
1657307611,5.363,
1657307612,5.424,
1657307613,5.401,
1657307614,5.409,
1657307615,5.26,
1657307616,5.428,
1657307617,5.599,
1657307618,5.985,
