time,W,
1657338503,0.0,
1657338504,4.783,
1657338505,4.87,
1657338506,4.847,
1657338507,4.954,
1657338508,4.767,
1657338509,4.767,
1657338510,4.767,
1657338511,4.767,
1657338512,4.767,
1657338513,4.893,
1657338514,5.004,
1657338515,4.905,
1657338516,5.057,
1657338517,5.057,
1657338518,5.076,
1657338519,5.859,
1657338520,5.622,
1657338521,5.531,
1657338522,5.584,
1657338523,5.519,
1657338524,5.634,
1657338525,5.672,
1657338526,6.015,
1657338527,5.657,
1657338528,5.382,
1657338529,5.561,
1657338530,5.794,
1657338531,5.027,
1657338532,4.809,
1657338533,4.989,
1657338534,5.008,
1657338535,4.847,
1657338536,4.973,
1657338537,4.973,
1657338538,5.176,
1657338539,4.889,
1657338540,4.889,
1657338541,4.889,
1657338542,4.889,
1657338543,4.889,
1657338544,4.889,
1657338545,4.889,
1657338546,5.115,
1657338547,4.973,
1657338548,4.939,
1657338549,4.76,
1657338550,5.107,
1657338551,4.973,
1657338552,4.973,
1657338553,4.973,
1657338554,4.977,
1657338555,4.973,
1657338556,5.0,
1657338557,4.992,
1657338558,4.836,
1657338559,5.057,
1657338560,5.057,
1657338561,4.882,
1657338562,4.928,
1657338563,4.977,
1657338564,5.057,
1657338565,5.057,
1657338566,5.004,
1657338567,4.863,
1657338568,5.138,
1657338569,5.042,
1657338570,5.042,
1657338571,5.038,
1657338572,4.741,
1657338573,4.741,
1657338574,5.073,
1657338575,5.115,
1657338576,5.012,
1657338577,5.023,
1657338578,4.977,
1657338579,5.542,
1657338580,5.836,
1657338581,5.836,
1657338582,5.744,
1657338583,5.68,
1657338584,5.68,
1657338585,5.813,
1657338586,5.847,
1657338587,5.836,
1657338588,5.576,
1657338589,5.733,
1657338590,5.435,
1657338591,5.13,
1657338592,5.019,
1657338593,4.992,
1657338594,4.867,
1657338595,4.748,
1657338596,4.928,
1657338597,4.828,
1657338598,5.084,
1657338599,4.882,
1657338600,5.061,
1657338601,4.973,
1657338602,5.092,
1657338603,4.947,
1657338604,4.947,
1657338605,4.905,
1657338606,4.905,
1657338607,4.832,
1657338608,4.817,
1657338609,4.832,
1657338610,4.886,
1657338611,4.973,
1657338612,4.813,
1657338613,4.958,
1657338614,4.794,
1657338615,4.893,
1657338616,4.97,
1657338617,5.08,
1657338618,4.84,
1657338619,4.84,
1657338620,4.71,
1657338621,4.878,
1657338622,4.931,
1657338623,4.931,
1657338624,4.794,
1657338625,5.023,
1657338626,4.867,
1657338627,5.015,
1657338628,5.05,
1657338629,4.985,
1657338630,4.931,
1657338631,5.122,
1657338632,4.84,
1657338633,5.176,
1657338634,4.947,
1657338635,5.0,
1657338636,5.0,
1657338637,5.061,
1657338638,4.825,
1657338639,5.84,
1657338640,5.748,
1657338641,5.618,
1657338642,5.916,
1657338643,5.783,
1657338644,5.672,
1657338645,5.672,
1657338646,5.584,
1657338647,5.741,
1657338648,5.928,
1657338649,5.87,
1657338650,4.828,
1657338651,5.027,
1657338652,5.027,
1657338653,4.996,
1657338654,4.924,
1657338655,4.924,
1657338656,4.924,
1657338657,4.924,
1657338658,5.054,
1657338659,4.962,
1657338660,4.962,
1657338661,4.939,
1657338662,4.844,
1657338663,5.08,
1657338664,5.08,
1657338665,4.973,
1657338666,4.973,
1657338667,4.763,
1657338668,4.794,
1657338669,5.096,
1657338670,5.096,
1657338671,4.825,
1657338672,4.798,
1657338673,5.076,
1657338674,5.076,
1657338675,5.05,
1657338676,4.859,
1657338677,4.859,
1657338678,4.924,
1657338679,4.924,
1657338680,5.05,
1657338681,5.05,
1657338682,4.908,
1657338683,4.908,
1657338684,4.939,
1657338685,4.939,
1657338686,4.733,
1657338687,4.733,
1657338688,5.019,
1657338689,4.733,
1657338690,4.958,
1657338691,4.855,
1657338692,5.065,
1657338693,4.882,
1657338694,4.962,
1657338695,4.962,
1657338696,4.962,
1657338697,5.099,
1657338698,5.153,
1657338699,5.153,
1657338700,5.691,
1657338701,5.584,
1657338702,5.584,
1657338703,5.584,
1657338704,5.584,
1657338705,5.68,
1657338706,5.68,
1657338707,5.836,
1657338708,5.863,
1657338709,5.141,
1657338710,5.141,
1657338711,4.889,
1657338712,4.889,
1657338713,4.889,
1657338714,4.95,
1657338715,5.012,
1657338716,5.012,
1657338717,5.012,
1657338718,4.931,
1657338719,5.168,
1657338720,5.038,
1657338721,5.008,
1657338722,5.008,
1657338723,4.97,
1657338724,4.867,
1657338725,4.76,
1657338726,4.76,
1657338727,4.76,
1657338728,5.031,
1657338729,5.031,
1657338730,5.004,
1657338731,4.973,
1657338732,4.847,
1657338733,4.847,
1657338734,4.996,
1657338735,4.825,
1657338736,4.897,
1657338737,4.79,
1657338738,4.981,
1657338739,4.874,
1657338740,4.97,
1657338741,4.97,
1657338742,5.054,
1657338743,5.057,
1657338744,4.783,
1657338745,4.832,
1657338746,4.832,
1657338747,4.832,
1657338748,4.832,
1657338749,4.981,
1657338750,4.981,
1657338751,4.981,
1657338752,5.004,
1657338753,4.928,
1657338754,4.836,
1657338755,5.027,
1657338756,4.939,
1657338757,4.973,
1657338758,5.416,
1657338759,5.416,
1657338760,5.634,
1657338761,5.68,
1657338762,6.0,
1657338763,5.256,
1657338764,5.256,
1657338765,5.256,
1657338766,5.893,
1657338767,5.748,
1657338768,5.748,
1657338769,5.748,
1657338770,5.034,
1657338771,5.084,
1657338772,4.809,
1657338773,4.95,
1657338774,4.95,
1657338775,4.981,
1657338776,4.84,
1657338777,5.141,
1657338778,4.893,
1657338779,4.802,
1657338780,4.802,
1657338781,4.836,
1657338782,4.836,
1657338783,4.79,
1657338784,5.103,
1657338785,4.847,
1657338786,4.847,
1657338787,4.847,
1657338788,4.912,
1657338789,4.97,
1657338790,4.977,
1657338791,4.985,
1657338792,4.985,
1657338793,4.985,
1657338794,4.996,
1657338795,5.042,
1657338796,4.897,
1657338797,5.126,
1657338798,5.046,
1657338799,4.855,
1657338800,5.05,
1657338801,4.851,
1657338802,4.851,
1657338803,4.851,
1657338804,5.199,
1657338805,4.95,
1657338806,4.798,
1657338807,5.061,
1657338808,4.756,
1657338809,4.756,
1657338810,4.756,
1657338811,4.962,
1657338812,5.103,
1657338813,5.099,
1657338814,5.099,
1657338815,5.099,
1657338816,5.099,
1657338817,4.775,
1657338818,4.775,
1657338819,6.008,
1657338820,5.569,
1657338821,5.687,
1657338822,5.771,
1657338823,5.962,
1657338824,5.534,
1657338825,5.584,
1657338826,5.813,
1657338827,5.752,
1657338828,5.638,
1657338829,5.065,
1657338830,4.847,
1657338831,4.847,
1657338832,4.847,
1657338833,5.096,
1657338834,4.939,
1657338835,4.939,
1657338836,5.05,
1657338837,4.817,
1657338838,4.954,
1657338839,4.924,
1657338840,5.149,
1657338841,4.844,
