time,W,
1657316008,0.0,
1657316009,3.775,
1657316010,4.683,
1657316011,4.76,
1657316012,4.473,
1657316013,4.637,
1657316014,4.63,
1657316015,4.786,
1657316016,4.805,
1657316017,5.111,
1657316018,4.599,
1657316019,4.599,
1657316020,4.599,
1657316021,4.599,
1657316022,5.618,
1657316023,5.618,
1657316024,5.573,
1657316025,5.435,
1657316026,5.271,
1657316027,5.431,
1657316028,4.882,
1657316029,5.019,
1657316030,5.019,
1657316031,5.019,
1657316032,4.893,
1657316033,4.634,
1657316034,4.466,
1657316035,4.58,
1657316036,4.412,
1657316037,4.805,
1657316038,4.244,
1657316039,4.244,
1657316040,4.244,
1657316041,4.992,
1657316042,5.038,
1657316043,4.783,
1657316044,4.851,
1657316045,5.042,
1657316046,4.844,
1657316047,4.874,
1657316048,4.664,
1657316049,5.046,
1657316050,4.767,
1657316051,4.855,
1657316052,4.855,
1657316053,4.855,
1657316054,4.825,
1657316055,4.691,
1657316056,4.691,
1657316057,4.691,
1657316058,4.645,
1657316059,4.92,
1657316060,4.676,
1657316061,4.756,
1657316062,4.756,
1657316063,4.756,
1657316064,4.798,
1657316065,4.283,
1657316066,4.783,
1657316067,4.481,
1657316068,4.47,
1657316069,4.47,
1657316070,4.47,
1657316071,4.706,
1657316072,4.653,
1657316073,5.015,
1657316074,4.76,
1657316075,4.847,
1657316076,4.847,
1657316077,5.389,
1657316078,5.332,
1657316079,5.649,
1657316080,5.79,
1657316081,5.359,
1657316082,5.359,
1657316083,5.359,
1657316084,5.367,
1657316085,5.534,
1657316086,5.805,
1657316087,5.523,
1657316088,5.286,
1657316089,4.733,
1657316090,4.657,
1657316091,4.836,
1657316092,4.653,
1657316093,4.653,
1657316094,4.935,
1657316095,4.935,
1657316096,4.492,
1657316097,4.802,
1657316098,4.527,
1657316099,4.76,
1657316100,4.515,
1657316101,4.653,
1657316102,4.336,
1657316103,4.649,
1657316104,4.283,
1657316105,4.523,
1657316106,4.645,
1657316107,4.439,
1657316108,4.828,
1657316109,4.519,
1657316110,4.748,
1657316111,4.756,
1657316112,4.596,
1657316113,4.596,
1657316114,4.596,
1657316115,4.653,
1657316116,4.855,
1657316117,4.66,
1657316118,4.893,
1657316119,5.027,
1657316120,5.027,
1657316121,5.027,
1657316122,4.973,
1657316123,4.878,
1657316124,4.878,
1657316125,4.878,
1657316126,4.508,
1657316127,4.401,
1657316128,4.401,
1657316129,4.401,
1657316130,4.561,
1657316131,4.836,
1657316132,4.908,
1657316133,4.908,
1657316134,4.454,
1657316135,4.637,
1657316136,4.637,
1657316137,5.065,
1657316138,5.668,
1657316139,5.878,
1657316140,5.523,
1657316141,5.691,
1657316142,5.962,
1657316143,5.42,
1657316144,5.874,
1657316145,5.84,
1657316146,5.393,
1657316147,5.733,
1657316148,4.771,
1657316149,4.512,
1657316150,4.512,
1657316151,4.512,
1657316152,4.519,
1657316153,4.519,
1657316154,4.519,
1657316155,4.542,
1657316156,4.626,
1657316157,4.515,
1657316158,4.744,
1657316159,4.649,
1657316160,4.63,
1657316161,4.752,
1657316162,4.679,
1657316163,5.015,
1657316164,4.714,
1657316165,4.714,
1657316166,4.714,
1657316167,4.718,
1657316168,4.718,
1657316169,5.008,
1657316170,4.878,
1657316171,4.584,
1657316172,4.756,
1657316173,4.76,
1657316174,4.985,
1657316175,4.847,
1657316176,4.63,
1657316177,5.012,
1657316178,4.607,
1657316179,5.034,
1657316180,4.538,
1657316181,4.718,
1657316182,4.905,
1657316183,4.397,
1657316184,4.725,
1657316185,4.79,
1657316186,4.328,
1657316187,4.844,
1657316188,4.294,
1657316189,4.424,
1657316190,4.531,
1657316191,4.828,
1657316192,4.828,
1657316193,4.828,
1657316194,4.477,
1657316195,4.878,
1657316196,4.405,
