time,W,
1657305313,0.0,
1657305314,5.218,
1657305315,5.218,
1657305316,5.286,
1657305317,5.286,
1657305318,5.305,
1657305319,5.256,
1657305320,5.275,
1657305321,5.214,
1657305322,5.294,
1657305323,5.233,
1657305324,5.351,
1657305325,5.355,
1657305326,5.355,
1657305327,5.355,
1657305328,5.256,
1657305329,5.153,
1657305330,5.153,
1657305331,5.16,
1657305332,5.16,
1657305333,5.336,
1657305334,5.283,
1657305335,5.347,
1657305336,5.347,
1657305337,5.477,
1657305338,5.309,
1657305339,5.267,
1657305340,5.267,
1657305341,5.996,
1657305342,5.996,
1657305343,5.947,
1657305344,6.004,
1657305345,5.874,
1657305346,5.874,
1657305347,5.874,
1657305348,5.225,
1657305349,5.214,
1657305350,5.393,
1657305351,5.286,
1657305352,5.328,
1657305353,5.283,
1657305354,5.332,
1657305355,5.26,
1657305356,5.359,
1657305357,5.34,
1657305358,5.195,
1657305359,5.401,
1657305360,5.336,
1657305361,5.237,
1657305362,5.206,
1657305363,5.34,
1657305364,5.34,
1657305365,5.34,
1657305366,5.286,
1657305367,5.168,
1657305368,5.428,
1657305369,5.302,
1657305370,5.363,
1657305371,5.363,
1657305372,5.393,
1657305373,5.42,
1657305374,5.42,
1657305375,5.42,
1657305376,5.279,
1657305377,5.199,
1657305378,5.34,
1657305379,5.237,
1657305380,5.367,
1657305381,5.218,
1657305382,5.313,
1657305383,5.275,
1657305384,5.359,
1657305385,5.359,
1657305386,5.359,
1657305387,5.389,
1657305388,5.313,
1657305389,5.351,
1657305390,5.473,
1657305391,5.382,
1657305392,5.164,
1657305393,5.164,
1657305394,5.405,
1657305395,5.096,
1657305396,5.218,
1657305397,5.71,
1657305398,5.996,
1657305399,5.851,
1657305400,5.84,
1657305401,5.912,
1657305402,5.836,
1657305403,6.096,
1657305404,6.0,
1657305405,5.989,
1657305406,5.87,
1657305407,6.061,
1657305408,5.374,
1657305409,5.344,
1657305410,5.328,
1657305411,5.328,
1657305412,5.328,
1657305413,5.401,
1657305414,5.153,
1657305415,5.332,
1657305416,5.344,
1657305417,5.431,
1657305418,5.431,
1657305419,5.431,
1657305420,5.214,
1657305421,5.344,
1657305422,5.359,
1657305423,5.359,
1657305424,5.359,
1657305425,5.359,
1657305426,5.355,
1657305427,5.092,
1657305428,5.424,
1657305429,5.221,
1657305430,5.389,
1657305431,5.389,
1657305432,5.389,
1657305433,5.435,
1657305434,5.233,
1657305435,5.397,
1657305436,5.328,
1657305437,5.279,
1657305438,5.409,
1657305439,5.305,
1657305440,5.206,
1657305441,5.42,
1657305442,5.431,
1657305443,5.317,
1657305444,5.416,
1657305445,5.416,
1657305446,5.325,
1657305447,5.191,
1657305448,5.252,
1657305449,5.355,
1657305450,5.29,
1657305451,5.351,
1657305452,5.481,
1657305453,5.435,
1657305454,5.325,
1657305455,5.325,
1657305456,5.389,
1657305457,5.84,
1657305458,5.84,
1657305459,5.84,
1657305460,5.893,
1657305461,5.935,
1657305462,5.737,
1657305463,5.992,
1657305464,5.912,
1657305465,5.962,
1657305466,6.012,
1657305467,6.034,
1657305468,5.71,
1657305469,5.214,
1657305470,5.237,
1657305471,5.424,
1657305472,5.382,
1657305473,5.187,
1657305474,5.187,
1657305475,5.187,
1657305476,5.187,
1657305477,5.187,
1657305478,5.187,
1657305479,5.187,
1657305480,5.447,
1657305481,5.519,
1657305482,5.321,
1657305483,5.328,
1657305484,5.393,
1657305485,5.382,
1657305486,5.267,
1657305487,5.397,
1657305488,5.397,
1657305489,5.397,
1657305490,5.363,
1657305491,5.389,
1657305492,5.275,
1657305493,5.202,
1657305494,5.336,
1657305495,5.221,
1657305496,5.256,
1657305497,5.401,
1657305498,5.313,
1657305499,5.221,
1657305500,5.401,
1657305501,5.302,
1657305502,5.424,
1657305503,5.355,
1657305504,5.355,
1657305505,5.355,
1657305506,5.355,
1657305507,5.313,
1657305508,5.481,
1657305509,5.279,
1657305510,5.298,
1657305511,5.431,
1657305512,5.431,
1657305513,5.439,
1657305514,5.443,
1657305515,5.26,
1657305516,5.492,
1657305517,5.454,
1657305518,6.084,
1657305519,6.084,
1657305520,6.084,
1657305521,5.901,
1657305522,5.695,
1657305523,5.962,
1657305524,5.92,
1657305525,6.054,
1657305526,6.008,
1657305527,5.928,
1657305528,5.958,
1657305529,5.344,
1657305530,5.401,
1657305531,5.386,
1657305532,5.172,
1657305533,5.466,
1657305534,5.382,
1657305535,5.382,
1657305536,5.382,
1657305537,5.382,
1657305539,5.576,
1657305540,5.576,
1657305541,5.5,
1657305542,5.393,
1657305543,5.527,
1657305544,5.321,
1657305545,5.435,
1657305546,5.325,
1657305547,5.325,
1657305548,5.241,
1657305549,5.248,
1657305550,5.431,
1657305551,5.286,
1657305552,5.367,
1657305553,5.367,
1657305554,5.367,
1657305555,5.275,
1657305556,5.21,
1657305557,5.21,
1657305558,5.378,
1657305559,5.359,
1657305560,5.313,
1657305561,5.267,
1657305562,5.412,
1657305563,5.412,
1657305564,5.378,
1657305565,5.527,
1657305566,5.389,
1657305567,5.378,
1657305568,5.378,
1657305569,5.309,
1657305570,5.397,
1657305571,5.37,
1657305572,5.37,
1657305573,5.305,
1657305574,5.325,
1657305575,5.393,
1657305576,5.256,
1657305577,5.267,
1657305578,5.267,
