Accuracy, Latency, Energy,
mobilenetv1
89.9, 388.5679, 2724.5260
89.9, 393.3107, 2750.1740
89.9, 389.7202, 2726.7390
mobilenetv1.uint8quant
89.78, 906.1977, 4546.1530
89.78, 895.8092, 4483.5090
89.78, 899.2286, 4517.3050
mobilenetv1.uint8quant_static
89.72, 122.6799, 944.6880
89.72, 111.2183, 873.6590
89.72, 108.2569, 856.1340
mobilenetv1_0.2
78.88, 297.8645, 2086.4850
78.88, 296.9429, 2066.4290
78.88, 299.6248, 2097.3810
mobilenetv1_0.2.uint8quant
78.98, 731.1681, 3779.5100
78.98, 730.9723, 3784.1720
78.98, 731.0908, 3769.5790
mobilenetv1_0.2.uint8quant_static
78.63, 93.2097, 723.6580
78.63, 94.9823, 739.7350
78.63, 95.5547, 743.7060
mobilenetv2
92.22, 892.5427, 5472.9500
92.22, 889.1049, 5465.6400
92.22, 896.9703, 5500.9880
mobilenetv2.uint8quant
92.16, 2434.4704, 12224.0150
92.16, 2449.7628, 12298.3540
92.16, 2430.2943, 12239.5000
mobilenetv2.uint8quant_static
92.03, 321.6326, 2246.1700
92.03, 320.8051, 2242.8770
92.03, 323.6705, 2263.7270
mobilenetv2_0.2
88.75, 728.3258, 4606.7110
88.75, 737.6479, 4662.3020
88.75, 737.5190, 4665.9090
mobilenetv2_0.2.uint8quant
88.77, 2023.6298, 10359.2120
88.77, 2020.4939, 10343.2760
88.77, 2013.5582, 10318.7010
mobilenetv2_0.2.uint8quant_static
88.62, 275.0836, 1929.7320
88.62, 280.4340, 1971.9540
88.62, 270.8880, 1922.1320
mobilenetv3
90.34, 462.9430, 2821.5940
90.34, 463.7109, 2822.5160
90.34, 466.1928, 2822.7430
mobilenetv3.uint8quant
90.2, 1083.8795, 5681.5530
90.2, 1092.3753, 5742.9390
90.2, 1090.3744, 5749.5450
mobilenetv3.uint8quant_static
89.81, 639.9753, 3873.8540
89.81, 642.1706, 3885.0810
89.81, 642.1618, 3882.8030
mobilenetv3_0.2
78.76, 395.5815, 2493.8320
78.76, 390.6850, 2464.5140
78.76, 395.8679, 2491.3350
mobilenetv3_0.2.uint8quant
78.57, 947.6228, 5004.0950
78.57, 943.0930, 4976.1330
78.57, 939.0358, 4968.7980
mobilenetv3_0.2.uint8quant_static
78.38, 544.8392, 3393.4680
78.38, 547.1029, 3398.6070
78.38, 544.9818, 3393.8690
